접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160530000831,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2015-12-31,2015,Q4
20160530000831,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160530000831,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2015-12-31,2015,Q4
20160530000831,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주펀드,-,2015-12-31,2015,Q4
20170331005005,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2016-12-31,2016,Q4
20170331005005,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331005005,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2016-12-31,2016,Q4
20170331005005,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주펀드,-,2016-12-31,2016,Q4
20180402004809,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2017-12-31,2017,Q4
20180402004809,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180402004809,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2017-12-31,2017,Q4
20180402004809,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주펀드,-,2017-12-31,2017,Q4
20190401004960,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2018-12-31,2018,Q4
20190401004960,Y,00107987,남해화학,종류주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401004960,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2018-12-31,2018,Q4
20190401004960,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주펀드,-,2018-12-31,2018,Q4
20200330000605,Y,00107987,남해화학,보통주,"2,000,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2019-12-31,2019,Q4
20200330000605,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330000605,Y,00107987,남해화학,합계,"2,000,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2019-12-31,2019,Q4
20200330000605,Y,00107987,남해화학,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000430,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2020-12-31,2020,Q4
20210316000430,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210316000430,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2020-12-31,2020,Q4
20210316000430,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주펀드,-,2020-12-31,2020,Q4
20220317000080,Y,00107987,남해화학,보 통 주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2021-12-31,2021,Q4
20220317000080,Y,00107987,남해화학,우 선 주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220317000080,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2021-12-31,2021,Q4
20220317000080,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주,-,2021-12-31,2021,Q4
20230316001430,Y,00107987,남해화학,보 통 주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2022-12-31,2022,Q4
20230316001430,Y,00107987,남해화학,우 선 주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230316001430,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2022-12-31,2022,Q4
20230316001430,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주,-,2022-12-31,2022,Q4
20240314001607,Y,00107987,남해화학,보 통 주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2023-12-31,2023,Q4
20240314001607,Y,00107987,남해화학,우 선 주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240314001607,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2023-12-31,2023,Q4
20240314001607,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주,-,2023-12-31,2023,Q4
20250320001346,Y,00107987,남해화학,보통주,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2024-12-31,2024,Q4
20250320001346,Y,00107987,남해화학,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250320001346,Y,00107987,남해화학,합계,"200,000,000","70,969,775","21,290,932",-,-,-,"21,290,932","49,678,843","1,730,148","47,948,695",2024-12-31,2024,Q4
20250320001346,Y,00107987,남해화학,비고,-,-,-,-,-,-,기업분할,-,자사주,-,2024-12-31,2024,Q4
