year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-03,2021-01-29,2.0
2021,Q1,2,2021-02-17,2021-02-24,0.0
2021,Q1,3,2021-03-03,2021-03-27,0.0
2021,Q2,4,2021-04-13,2021-04-28,1.0
2021,Q2,5,2021-05-04,2021-05-26,-1.0
2021,Q2,6,2021-06-03,2021-06-27,0.0
2021,Q3,7,2021-07-07,2021-07-27,2.0
2021,Q3,8,2021-08-03,2021-08-31,1.0
2021,Q3,9,2021-09-01,2021-09-29,0.0
2021,Q4,10,2021-10-10,2021-10-23,2.0
2021,Q4,11,2021-11-03,2021-11-15,2.0
2021,Q4,12,2021-12-07,2021-12-21,2.0
2022,Q1,1,2022-01-03,2022-01-23,4.0
2022,Q1,2,2022-02-05,2022-02-20,1.0
2022,Q1,3,2022-03-04,2022-03-16,0.0
2022,Q2,4,2022-04-03,2022-04-28,2.0
2022,Q2,5,2022-05-02,2022-05-30,-2.0
2022,Q2,6,2022-06-07,2022-06-23,-1.0
2022,Q3,7,2022-07-09,2022-07-27,2.0
2022,Q3,8,2022-08-01,2022-08-23,2.0
2022,Q3,9,2022-09-05,2022-09-26,0.0
2022,Q4,10,2022-10-03,2022-10-27,1.0
2022,Q4,11,2022-11-03,2022-11-10,0.0
2022,Q4,12,2022-12-06,2022-12-18,-1.0
2023,Q1,1,2023-01-11,2023-01-30,3.0
2023,Q1,2,2023-02-12,2023-02-28,1.0
2023,Q1,3,2023-03-06,2023-03-29,1.0
2023,Q2,4,2023-04-13,2023-04-25,2.0
2023,Q2,5,2023-05-14,2023-05-24,1.0
2023,Q2,6,2023-06-14,2023-06-30,0.0
2023,Q3,7,2023-07-05,2023-07-24,1.0
2023,Q3,8,2023-08-10,2023-08-17,0.0
2023,Q3,9,2023-09-05,2023-09-30,2.0
2023,Q4,10,2023-10-03,2023-10-26,2.0
2023,Q4,11,2023-11-10,2023-11-29,0.0
2023,Q4,12,2023-12-07,2023-12-27,1.0
2024,Q1,1,2024-01-02,2024-01-15,0.0
2024,Q1,2,2024-02-06,2024-02-20,-1.0
2024,Q1,3,2024-03-05,2024-03-25,0.0
2024,Q2,4,2024-04-02,2024-04-23,2.0
2024,Q2,5,2024-05-02,2024-05-14,1.0
2024,Q2,6,2024-06-03,2024-06-21,1.0
2024,Q3,7,2024-07-04,2024-07-24,1.0
2024,Q3,8,2024-08-07,2024-08-29,2.0
2024,Q3,9,2024-09-06,2024-09-30,-2.0
2024,Q4,10,2024-10-13,2024-10-30,1.0
2024,Q4,11,2024-11-06,2024-11-28,-1.0
2024,Q4,12,2024-12-02,2024-12-31,-3.0
2025,Q1,1,2025-01-03,2025-01-26,-5.0
2025,Q1,2,2025-02-04,2025-02-24,-2.0
2025,Q1,3,2025-03-03,2025-03-25,-1.0
