year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-04,2021-01-04,-1.0
2021,Q1,2,,,0.0
2021,Q1,3,2021-03-09,2021-03-16,1.0
2021,Q2,4,2021-04-12,2021-04-29,1.0
2021,Q2,5,,,0.0
2021,Q2,6,2021-06-01,2021-06-01,0.0
2021,Q3,7,2021-07-15,2021-07-15,0.0
2021,Q3,8,2021-08-21,2021-08-21,0.0
2021,Q3,9,,,0.0
2021,Q4,10,2021-10-22,2021-10-22,0.0
2021,Q4,11,,,0.0
2021,Q4,12,,,0.0
2022,Q1,1,2022-01-13,2022-01-13,0.0
2022,Q1,2,,,0.0
2022,Q1,3,2022-03-18,2022-03-25,0.0
2022,Q2,4,2022-04-13,2022-04-13,0.0
2022,Q2,5,2022-05-26,2022-05-26,1.0
2022,Q2,6,,,0.0
2022,Q3,7,,,0.0
2022,Q3,8,2022-08-29,2022-08-29,1.0
2022,Q3,9,2022-09-15,2022-09-15,0.0
2022,Q4,10,2022-10-20,2022-10-23,1.0
2022,Q4,11,,,0.0
2022,Q4,12,,,0.0
2023,Q1,1,2023-01-03,2023-01-22,1.0
2023,Q1,2,2023-02-01,2023-02-01,0.0
2023,Q1,3,2023-03-12,2023-03-15,0.0
2023,Q2,4,,,0.0
2023,Q2,5,2023-05-08,2023-05-08,-1.0
2023,Q2,6,,,0.0
2023,Q3,7,,,0.0
2023,Q3,8,,,0.0
2023,Q3,9,2023-09-25,2023-09-25,-1.0
2023,Q4,10,2023-10-20,2023-10-20,0.0
2023,Q4,11,,,0.0
2023,Q4,12,2023-12-19,2023-12-19,1.0
2024,Q1,1,,,0.0
2024,Q1,2,2024-02-15,2024-02-15,0.0
2024,Q1,3,2024-03-03,2024-03-25,0.0
2024,Q2,4,2024-04-02,2024-04-02,0.0
2024,Q2,5,2024-05-14,2024-05-14,-1.0
2024,Q2,6,2024-06-07,2024-06-12,0.0
2024,Q3,7,,,0.0
2024,Q3,8,,,0.0
2024,Q3,9,2024-09-04,2024-09-04,0.0
2024,Q4,10,2024-10-07,2024-10-22,1.0
2024,Q4,11,2024-11-05,2024-11-11,1.0
2024,Q4,12,,,0.0
2025,Q1,1,2025-01-06,2025-01-06,0.0
2025,Q1,2,,,0.0
2025,Q1,3,2025-03-04,2025-03-24,1.0
