year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,,,0.0
2021,Q1,2,,,0.0
2021,Q1,3,2021-03-08,2021-03-15,1.0
2021,Q2,4,2021-04-18,2021-04-18,-1.0
2021,Q2,5,2021-05-11,2021-05-11,0.0
2021,Q2,6,2021-06-02,2021-06-02,1.0
2021,Q3,7,2021-07-15,2021-07-15,-1.0
2021,Q3,8,2021-08-11,2021-08-27,0.0
2021,Q3,9,2021-09-17,2021-09-17,0.0
2021,Q4,10,2021-10-05,2021-10-12,0.0
2021,Q4,11,2021-11-09,2021-11-16,1.0
2021,Q4,12,2021-12-14,2021-12-27,1.0
2022,Q1,1,,,0.0
2022,Q1,2,2022-02-03,2022-02-24,2.0
2022,Q1,3,2022-03-01,2022-03-01,1.0
2022,Q2,4,2022-04-22,2022-04-22,1.0
2022,Q2,5,2022-05-04,2022-05-04,0.0
2022,Q2,6,,,0.0
2022,Q3,7,,,0.0
2022,Q3,8,2022-08-01,2022-08-13,0.0
2022,Q3,9,,,0.0
2022,Q4,10,,,0.0
2022,Q4,11,2022-11-06,2022-11-06,1.0
2022,Q4,12,,,0.0
2023,Q1,1,2023-01-02,2023-01-02,-1.0
2023,Q1,2,,,0.0
2023,Q1,3,,,0.0
2023,Q2,4,,,0.0
2023,Q2,5,,,0.0
2023,Q2,6,,,0.0
2023,Q3,7,,,0.0
2023,Q3,8,2023-08-23,2023-08-23,1.0
2023,Q3,9,,,0.0
2023,Q4,10,,,0.0
2023,Q4,11,2023-11-09,2023-11-09,0.0
2023,Q4,12,,,0.0
2024,Q1,1,,,0.0
2024,Q1,2,,,0.0
2024,Q1,3,2024-03-31,2024-03-31,1.0
2024,Q2,4,,,0.0
2024,Q2,5,,,0.0
2024,Q2,6,,,0.0
2024,Q3,7,2024-07-10,2024-07-10,1.0
2024,Q3,8,2024-08-02,2024-08-02,1.0
2024,Q3,9,,,0.0
2024,Q4,10,2024-10-21,2024-10-21,0.0
2024,Q4,11,2024-11-05,2024-11-13,1.0
2024,Q4,12,2024-12-06,2024-12-06,0.0
2025,Q1,1,2025-01-21,2025-01-21,2.0
2025,Q1,2,,,0.0
2025,Q1,3,,,0.0
