year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-23,2021-01-23,0.0
2021,Q1,2,2021-02-03,2021-02-16,1.0
2021,Q1,3,2021-03-02,2021-03-19,0.0
2021,Q2,4,2021-04-26,2021-04-26,1.0
2021,Q2,5,2021-05-13,2021-05-13,0.0
2021,Q2,6,2021-06-14,2021-06-23,0.0
2021,Q3,7,,,0.0
2021,Q3,8,2021-08-06,2021-08-22,1.0
2021,Q3,9,2021-09-27,2021-09-27,1.0
2021,Q4,10,2021-10-25,2021-10-25,-1.0
2021,Q4,11,2021-11-12,2021-11-18,2.0
2021,Q4,12,2021-12-15,2021-12-28,1.0
2022,Q1,1,2022-01-12,2022-01-12,0.0
2022,Q1,2,2022-02-14,2022-02-27,0.0
2022,Q1,3,2022-03-16,2022-03-16,0.0
2022,Q2,4,2022-04-07,2022-04-10,0.0
2022,Q2,5,2022-05-13,2022-05-24,2.0
2022,Q2,6,2022-06-07,2022-06-21,1.0
2022,Q3,7,2022-07-03,2022-07-20,1.0
2022,Q3,8,2022-08-09,2022-08-18,1.0
2022,Q3,9,2022-09-21,2022-09-29,1.0
2022,Q4,10,2022-10-04,2022-10-23,1.0
2022,Q4,11,2022-11-08,2022-11-30,-1.0
2022,Q4,12,2022-12-22,2022-12-22,0.0
2023,Q1,1,2023-01-06,2023-01-29,1.0
2023,Q1,2,2023-02-09,2023-02-26,1.0
2023,Q1,3,2023-03-06,2023-03-30,0.0
2023,Q2,4,2023-04-07,2023-04-20,0.0
2023,Q2,5,2023-05-07,2023-05-31,1.0
2023,Q2,6,2023-06-21,2023-06-24,-1.0
2023,Q3,7,2023-07-04,2023-07-16,2.0
2023,Q3,8,2023-08-07,2023-08-24,1.0
2023,Q3,9,2023-09-06,2023-09-28,0.0
2023,Q4,10,2023-10-03,2023-10-31,1.0
2023,Q4,11,2023-11-01,2023-11-29,1.0
2023,Q4,12,2023-12-07,2023-12-13,0.0
2024,Q1,1,2024-01-17,2024-01-23,1.0
2024,Q1,2,2024-02-17,2024-02-23,0.0
2024,Q1,3,2024-03-12,2024-03-26,2.0
2024,Q2,4,2024-04-01,2024-04-18,1.0
2024,Q2,5,2024-05-03,2024-05-31,0.0
2024,Q2,6,2024-06-04,2024-06-26,0.0
2024,Q3,7,2024-07-05,2024-07-15,0.0
2024,Q3,8,2024-08-07,2024-08-27,-3.0
2024,Q3,9,2024-09-05,2024-09-24,1.0
2024,Q4,10,2024-10-14,2024-10-14,0.0
2024,Q4,11,2024-11-01,2024-11-22,-4.0
2024,Q4,12,2024-12-06,2024-12-29,0.0
2025,Q1,1,2025-01-05,2025-01-13,-2.0
2025,Q1,2,2025-02-07,2025-02-24,-1.0
2025,Q1,3,2025-03-06,2025-03-27,0.0
