year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-07,2021-01-22,-3.0
2021,Q1,2,2021-02-07,2021-02-25,0.0
2021,Q1,3,2021-03-02,2021-03-23,0.0
2021,Q2,4,2021-04-05,2021-04-29,1.0
2021,Q2,5,2021-05-03,2021-05-14,1.0
2021,Q2,6,2021-06-16,2021-06-16,0.0
2021,Q3,7,2021-07-22,2021-07-22,1.0
2021,Q3,8,2021-08-02,2021-08-27,-2.0
2021,Q3,9,2021-09-16,2021-09-26,0.0
2021,Q4,10,2021-10-05,2021-10-31,0.0
2021,Q4,11,2021-11-03,2021-11-25,1.0
2021,Q4,12,2021-12-01,2021-12-27,-1.0
2022,Q1,1,2022-01-14,2022-01-28,2.0
2022,Q1,2,2022-02-04,2022-02-23,0.0
2022,Q1,3,2022-03-16,2022-03-16,0.0
2022,Q2,4,2022-04-07,2022-04-26,1.0
2022,Q2,5,2022-05-13,2022-05-28,0.0
2022,Q2,6,2022-06-02,2022-06-21,0.0
2022,Q3,7,2022-07-06,2022-07-22,-1.0
2022,Q3,8,2022-08-02,2022-08-22,2.0
2022,Q3,9,2022-09-12,2022-09-29,1.0
2022,Q4,10,2022-10-17,2022-10-17,0.0
2022,Q4,11,2022-11-01,2022-11-23,1.0
2022,Q4,12,2022-12-15,2022-12-29,1.0
2023,Q1,1,2023-01-04,2023-01-09,0.0
2023,Q1,2,2023-02-06,2023-02-24,0.0
2023,Q1,3,2023-03-11,2023-03-28,0.0
2023,Q2,4,2023-04-04,2023-04-28,0.0
2023,Q2,5,2023-05-01,2023-05-11,1.0
2023,Q2,6,2023-06-11,2023-06-28,0.0
2023,Q3,7,2023-07-06,2023-07-25,0.0
2023,Q3,8,2023-08-01,2023-08-08,1.0
2023,Q3,9,2023-09-01,2023-09-26,1.0
2023,Q4,10,2023-10-05,2023-10-05,-1.0
2023,Q4,11,2023-11-26,2023-11-26,0.0
2023,Q4,12,2023-12-11,2023-12-23,0.0
2024,Q1,1,2024-01-04,2024-01-18,0.0
2024,Q1,2,2024-02-13,2024-02-29,1.0
2024,Q1,3,2024-03-13,2024-03-27,1.0
2024,Q2,4,2024-04-14,2024-04-24,3.0
2024,Q2,5,2024-05-07,2024-05-29,1.0
2024,Q2,6,2024-06-05,2024-06-23,-1.0
2024,Q3,7,2024-07-01,2024-07-28,1.0
2024,Q3,8,2024-08-07,2024-08-29,2.0
2024,Q3,9,2024-09-02,2024-09-08,1.0
2024,Q4,10,2024-10-02,2024-10-23,-1.0
2024,Q4,11,2024-11-01,2024-11-22,3.0
2024,Q4,12,2024-12-05,2024-12-24,0.0
2025,Q1,1,2025-01-06,2025-01-23,1.0
2025,Q1,2,2025-02-03,2025-02-23,-2.0
2025,Q1,3,2025-03-04,2025-03-26,0.0
