year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-04,2021-01-28,-1
2021,Q1,2,2021-02-02,2021-02-22,1
2021,Q1,3,2021-03-03,2021-03-29,-2
2021,Q2,4,2021-04-06,2021-04-28,0
2021,Q2,5,2021-05-04,2021-05-31,0
2021,Q2,6,2021-06-07,2021-06-25,0
2021,Q3,7,2021-07-07,2021-07-28,1
2021,Q3,8,2021-08-05,2021-08-31,2
2021,Q3,9,2021-09-01,2021-09-22,0
2021,Q4,10,2021-10-06,2021-10-29,0
2021,Q4,11,2021-11-03,2021-11-25,2
2021,Q4,12,2021-12-06,2021-12-22,2
2022,Q1,1,2022-01-03,2022-01-26,1
2022,Q1,2,2022-02-04,2022-02-28,-1
2022,Q1,3,2022-03-07,2022-03-22,2
2022,Q2,4,2022-04-05,2022-04-27,0
2022,Q2,5,2022-05-04,2022-05-25,-1
2022,Q2,6,2022-06-02,2022-06-22,0
2022,Q3,7,2022-07-05,2022-07-27,0
2022,Q3,8,2022-08-05,2022-08-29,1
2022,Q3,9,2022-09-06,2022-09-22,3
2022,Q4,10,2022-10-05,2022-10-31,2
2022,Q4,11,2022-11-07,2022-11-24,0
2022,Q4,12,2022-12-04,2022-12-22,-2
2023,Q1,1,2023-01-03,2023-01-27,-3
2023,Q1,2,2023-02-03,2023-02-23,1
2023,Q1,3,2023-03-03,2023-03-26,-1
2023,Q2,4,2023-04-03,2023-04-24,0
2023,Q2,5,2023-05-06,2023-05-23,-1
2023,Q2,6,2023-06-01,2023-06-27,3
2023,Q3,7,2023-07-05,2023-07-26,0
2023,Q3,8,2023-08-07,2023-08-24,2
2023,Q3,9,2023-09-01,2023-09-26,-1
2023,Q4,10,2023-10-06,2023-10-25,-3
2023,Q4,11,2023-11-05,2023-11-23,1
2023,Q4,12,2023-12-01,2023-12-28,1
2024,Q1,1,2024-01-07,2024-01-30,2
2024,Q1,2,2024-02-07,2024-02-22,2
2024,Q1,3,2024-03-06,2024-03-29,4
2024,Q2,4,2024-04-02,2024-04-29,3
2024,Q2,5,2024-05-07,2024-05-24,0
2024,Q2,6,2024-06-05,2024-06-26,4
2024,Q3,7,2024-07-03,2024-07-24,2
2024,Q3,8,2024-08-07,2024-08-31,-1
2024,Q3,9,2024-09-06,2024-09-24,3
2024,Q4,10,2024-10-03,2024-10-23,1
2024,Q4,11,2024-11-06,2024-11-22,0
2024,Q4,12,2024-12-04,2024-12-25,2
2025,Q1,1,2025-01-07,2025-01-23,0
2025,Q1,2,2025-02-02,2025-02-25,2
2025,Q1,3,2025-03-05,2025-03-26,3
