,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,유동부채 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,Label,Code
33,현대중공업,2016,Q3,중공업,0.05501709048547251,0.014306277647091692,-0.03766427542569439,-0.0038576736224937846,0.01216677870341254,-0.018684124051238538,-0.17651813569297492,0.022361074163679454,009540
33,삼성중공업,2016,Q3,중공업,0.12193879833170787,0.035464384360327283,-0.05724010351961395,-0.02384730122928469,0.02444451643638179,-0.029925147737981495,-1.4651882138628143,0.09354039364304538,010140
33,현대미포조선,2016,Q3,중공업,-0.20250429185804758,0.026146615707874687,-0.02795674473396237,-0.13756097675391077,0.08876328126661726,0.06673868870493549,-0.2807769076220856,0.19791314356502815,010620
33,한화테크윈,2016,Q3,중공업,-0.1312677818950058,0.025778140064302013,0.0007070745382016241,-0.09485148136424848,0.020154552732937203,0.0400474906831938,-0.25157450570313866,-0.20105057256039613,012450
33,SK텔레콤,2016,Q3,커뮤니케이션서비스,-0.01600971733972347,0.018909219990580706,0.045974956774350595,0.02658651482792207,0.021387877360414587,0.06983629724931584,-0.3750175419993419,0.04982150810956108,017670
33,현대엘리베이,2016,Q3,중공업,-0.009155151601217167,-0.48510432808355175,-0.02992882833342292,0.03676185339377036,-0.05379753519874919,-0.13758891282081143,0.2726142781881915,-0.11792008295116328,017800
33,제일기획,2016,Q3,커뮤니케이션서비스,-0.06592390631357364,0.020290752147207103,0.019176368445905867,0.022362462701954078,0.025379782463581524,-0.005538247226896442,-0.7211066050468025,0.06370995993432076,030000
33,KT,2016,Q3,커뮤니케이션서비스,-0.012806725329420184,0.028001303655338816,0.02953014472818305,-0.01509370938782173,0.015621195208205707,0.015976409505605638,-0.05817160748453143,-0.10688162308256621,030200
33,LG유플러스,2016,Q3,커뮤니케이션서비스,-0.01851175963672108,0.11255236532312951,-0.026139941999080873,-0.05491988738938869,0.02740362939585217,-0.02456063356235083,0.17321629182545095,0.19021465954406075,032640
33,두산중공업,2016,Q3,중공업,0.010496060985617686,0.0032676736547874174,-0.007564836527945373,0.0290103884010795,-0.008418290920834903,0.0047021137080685005,-0.2550105892043567,-0.2644080774698696,034020
33,SBS,2016,Q3,커뮤니케이션서비스,-0.04534157322973078,-0.022491625809599514,-0.054916240419829454,-0.16686478674708383,-0.016907185963466742,0.026473421357799287,1.8803081142252367,-0.10342613834156378,034120
33,NAVER,2016,Q3,커뮤니케이션서비스,-0.011310178185146937,0.05324874531405821,0.03429652243087311,-0.08608721379401008,0.0715848264936243,0.013760248090750604,0.019709186055844485,0.013392578190782448,035420
33,엔씨소프트,2016,Q3,커뮤니케이션서비스,0.02484209754913413,0.03341148925253368,0.017020516041165834,-0.09534436811938019,0.02752402381098884,0.09362399946387812,-0.14888415783762443,0.06016764626972447,036570
33,대우조선해양,2016,Q3,중공업,0.0,0.03619069308672618,-0.11871877055120805,-0.0833432644714952,0.08956354949246492,-0.04631981430638832,-0.7264689991320938,0.0,042660
33,두산인프라코어,2016,Q3,중공업,0.00431737201593998,-0.02269143813014518,-0.02284479196993161,0.05640207737078984,0.0006142231362473716,-0.0030542765136507555,-1.2525019885224404,-0.02239453974757946,042670
33,현대로템,2016,Q3,중공업,-0.13135165542036203,-0.03338674060545077,-0.06643793513990626,-0.07845160009225738,-0.01309216391259893,-0.002880945232943688,-0.9585069909898623,-0.05441568706360886,064350
33,두산엔진,2016,Q3,중공업,-0.19157843471200448,-0.79488083128639,-0.16053068595437292,0.04377163582901389,-0.3285334935979234,-0.22237769898490678,0.5965917313138742,-0.24021763779439623,082740
33,한진중공업,2016,Q3,중공업,-0.1230983132457033,1.2425043946836651,-0.04582906661037722,-0.09320360098933533,-0.0895797503154131,-0.08536841378652704,-1.0625067060885323,-0.2095849966133588,097230
