,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,유동부채 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,Label,Code
16,현대중공업,2020,Q4,중공업,0.06919230916493299,-0.024855373689161242,-0.02476651427966814,0.09196192095175815,-0.03292630765971638,-0.028741567108844235,-0.6470215160997186,0.18953198958350204,009540
16,삼성중공업,2020,Q4,중공업,-0.16253200938734758,-1.3831974608535176,-0.051155902318269164,0.02681211738087219,-0.15915120766780888,-0.0213328763427727,69.68661041230406,-0.11626654964734412,010140
16,현대미포조선,2020,Q4,중공업,0.3054352155519937,-0.04439021564193946,0.00556633563343123,0.03935936652990768,-0.011917799637408799,0.07974835493476173,-4.816427859737656,0.5357704126401688,010620
16,한화테크윈,2020,Q4,중공업,0.28320079864359915,0.019333717757846758,0.005670611721157126,-0.0011017706280315176,0.017391306481808977,0.011037805610154994,-6.725578716452479,0.03199781496555087,012450
16,SK텔레콤,2020,Q4,커뮤니케이션서비스,-0.14644010149018505,0.001323383779075371,0.031196427608877864,0.06114852033193996,-0.013979105961002602,0.046756997727463334,-0.12598034574820594,0.22431357743014252,017670
16,현대엘리베이,2020,Q4,중공업,-0.13973479856089485,-0.01828498866400996,0.014326738440538778,0.06428150805340671,0.01941067705757149,0.03983437799211176,0.2249335855327501,0.11894539345943225,017800
16,제일기획,2020,Q4,커뮤니케이션서비스,-0.2504967954104901,0.07299878269505466,0.07634189120056178,0.09120409688833675,0.08751362380338445,0.04905118185682733,0.38855740543086137,0.079842253040428,030000
16,KT,2020,Q4,커뮤니케이션서비스,-0.09983873746509994,-0.0013562130577288167,-0.005589476108752267,-0.05342394227690783,-0.007826888387675868,0.03929403544720911,-0.4239493624367151,0.14838908409715276,030200
16,LG유플러스,2020,Q4,커뮤니케이션서비스,-0.21049873952618584,-0.05254782514176071,-0.04366017294506286,-0.09572791182785545,-0.028765122431435364,0.020537102870487045,-0.31190614038075126,0.23651442304334377,032640
16,두산중공업,2020,Q4,중공업,-0.5525277418455321,0.5584287126207501,-0.011560985596813289,-0.11371729975377276,0.3642322174860946,0.019184783781795334,8.76518480383775,0.10338240903317135,034020
16,SBS,2020,Q4,커뮤니케이션서비스,0.09215936211759598,0.0137494070456039,-0.05044347534526672,-0.2932785274998445,0.009856764638188853,-0.005688484954140982,0.19033081511054983,0.3383103043648658,034120
16,NAVER,2020,Q4,커뮤니케이션서비스,0.12161869244126366,0.041765474924306156,0.14352738029733736,0.2404573018730014,0.12676190265851472,0.3042997710709152,0.053191455992523506,-0.12525002619150338,035420
16,엔씨소프트,2020,Q4,커뮤니케이션서비스,-0.08463042604976495,0.0374733656880506,-0.021878373356159386,0.11326617964873842,-0.012199581649410707,-0.04945279107277356,-0.25245848706915985,-0.12412710673813299,036570
16,대우조선해양,2020,Q4,중공업,-0.182585628916713,-0.17603220657068086,-0.01520345359143549,0.25257731940475003,-0.03220020084621822,-0.006414850754917878,-7.961921181766261,0.35915649211744693,042660
16,두산인프라코어,2020,Q4,중공업,-0.316457462196225,-0.3047475907927446,0.036332556069659905,0.024500169400839766,-0.020019334491156893,-0.001026760516697589,-1.351711138508752,0.2743185720484617,042670
16,현대로템,2020,Q4,중공업,0.08083517114286573,0.35747699790544796,0.043298436979515076,0.050661781072118606,-0.035827189841924456,-0.0165978559758857,-1.9312304013723998,-0.04655100636791496,064350
16,두산엔진,2020,Q4,중공업,0.19865885928451993,-0.04985239697227606,-0.058266041159364956,-0.09194337035222733,0.008627420259814444,0.019291986894650837,0.695528170419569,0.3212788906987244,082740
16,한진중공업,2020,Q4,중공업,-0.39102079511859045,0.024762346199224572,0.012394066571861373,-0.3175239700518232,-0.08648015258687791,-0.012019002124264211,-1.2343964527673366,0.1713770196377581,097230
