,Feature,Importance
0,F_이익잉여금 변화율,0.2229593692959784
1,F_자산총계 변화율,0.17677876798603814
2,F_유동부채 변화율,0.1570734334050376
3,F_자본총계 변화율,0.15689695103842377
4,F_비유동자산 변화율,0.14548076651420253
5,F_영업이익 변화율,0.14081071176031967
