video_id,published_at,view_count
_6eiPwvScwk,2019-11-12T10:37:49Z,10845
utB9jCxlefM,2019-11-12T02:47:15Z,3075
VpB2AtLkcQQ,2019-11-11T09:41:15Z,1181
KHgsPw1PrRQ,2019-11-09T13:26:02Z,2226
YPLdlPMebko,2019-11-08T06:16:06Z,4226
_QlZRR2LUnw,2019-11-07T06:20:10Z,6516
gOUl0BymXjY,2019-11-06T03:04:55Z,2808
DGUo9zsTgo0,2019-11-05T10:05:35Z,3018
_oFSPNXruuA,2019-11-04T09:06:32Z,2691
IfCvJppL-YI,2019-11-01T03:10:11Z,6270
IgdPaFfwXKQ,2019-10-31T06:51:51Z,2911
dDTAI98f6dM,2019-10-30T05:48:49Z,5458
-sYgKmbc53Y,2019-10-30T03:14:30Z,2490
FIA-7911GnQ,2019-10-29T11:57:16Z,2767
vi5z59Lt8S0,2019-10-28T10:52:27Z,2423
