,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
11,조선내화,2022,Q1,철강_소재,0.0629350071393891,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,0.0106567373303834,000480
11,영풍,2022,Q1,철강_소재,-0.001544456997103285,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.0521362441005687,000670
11,동국제강,2022,Q1,철강_소재,0.09972054546315418,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.15877711467885566,001230
11,세아베스틸,2022,Q1,철강_소재,-0.03918363838167925,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,0.03271181775853575,001430
11,고려제강,2022,Q1,철강_소재,0.26182065319179265,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.16455363727837946,002240
11,세아제강,2022,Q1,철강_소재,0.13846068597161285,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,0.3254150022654639,003030
11,현대제철,2022,Q1,철강_소재,0.05920767539639432,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.08849662852481424,004020
11,삼광글라스,2022,Q1,철강_소재,-0.059946692783945335,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.15573509777603706,005090
11,POSCO,2022,Q1,철강_소재,0.020524133645244344,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.029633555818901168,005490
11,무림P&P,2022,Q1,철강_소재,0.07909775160867849,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,0.06385230836063832,009580
11,고려아연,2022,Q1,철강_소재,-0.06630121879029191,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,0.11730431343236347,010130
11,풍산,2022,Q1,철강_소재,-0.03505685227643174,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.014954835966665171,103140
11,한국철강,2022,Q1,철강_소재,0.034021433979840005,0.0,0.09364288108448604,0.0,-0.09183673469387776,0.14767324592997877,0.2602194672474454,-0.11535558103560725,104700
