,Feature,Importance
0,P_보유 주식 수 변화율,0.2559314206753194
1,M_소비자물가지수 변화율,0.18180684195007527
2,P_1인평균급여 변화율,0.17461727320566225
3,M_실업률 변화율,0.138614814617688
4,M_금리 변화율,0.13550886288162978
5,M_국제유가 변화율,0.11352078666962534
