,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
28,조선내화,2017,Q4,철강_소재,0.017869906518189704,0.008333428893916306,-0.3500195788744318,-0.012820512820512775,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.007037621851439391,000480
28,영풍,2017,Q4,철강_소재,-0.05246661892109041,-0.04146110859720187,-0.3500195788744318,0.0553885556379321,-0.0267857142857143,0.094065934065934,0.18077144502014986,-0.027564313265343393,000670
28,동국제강,2017,Q4,철강_소재,-0.0005269813131925025,-0.01324960127948982,-0.3500195788744318,0.08823529411764697,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.08776384366769185,001230
28,세아베스틸,2017,Q4,철강_소재,-0.10925485369160348,0.06292900491984033,-0.3500195788744318,0.09322033898305082,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.05553319362687495,001430
28,고려제강,2017,Q4,철강_소재,-0.002723470692834566,-0.05367139942983601,-0.3500195788744318,0.08226554253570817,-0.0267857142857143,0.094065934065934,0.18077144502014986,-0.030799811837928508,002240
28,세아제강,2017,Q4,철강_소재,-0.01768133366025288,0.014244395467206461,-0.3500195788744318,0.1454545454545455,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.10013072101741091,003030
28,현대제철,2017,Q4,철강_소재,-0.05167098592746001,0.0,-0.3500195788744318,-0.02777777777777779,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.3402138495149612,004020
28,삼광글라스,2017,Q4,철강_소재,0.1914579202423202,-0.08093468978740848,-0.3500195788744318,-0.010182042579450767,-0.0267857142857143,0.094065934065934,0.18077144502014986,-0.033373232376618975,005090
28,POSCO,2017,Q4,철강_소재,0.08341217757263861,0.0,-0.3500195788744318,0.0,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.13645240657106558,005490
28,무림P&P,2017,Q4,철강_소재,0.5399634807658368,-0.000210623805851351,-0.3500195788744318,0.13829787234042556,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.11432067015732855,009580
28,고려아연,2017,Q4,철강_소재,-0.01724401903186206,0.008985007354920915,-0.3500195788744318,0.057255721031601814,-0.0267857142857143,0.094065934065934,0.18077144502014986,-0.051965645577934316,010130
28,풍산,2017,Q4,철강_소재,-0.11710753599660606,-0.052779130932741114,-0.3500195788744318,0.027094451883923343,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.08335828385377464,103140
28,한국철강,2017,Q4,철강_소재,0.011178623263612596,-0.11061869672676916,-0.3500195788744318,0.02898550724637672,-0.0267857142857143,0.094065934065934,0.18077144502014986,0.1848574580313291,104700
