,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
34,조선내화,2016,Q2,철강_소재,-0.08654563593707543,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.05567980570589828,000480
34,영풍,2016,Q2,철강_소재,0.06880518513613608,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.025629221514891963,000670
34,동국제강,2016,Q2,철강_소재,-0.005391806288754623,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.011003397168905325,001230
34,세아베스틸,2016,Q2,철강_소재,0.0023905876431774414,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.055046075965483075,001430
34,고려제강,2016,Q2,철강_소재,-0.14269111829559356,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.10708222189381547,002240
34,세아제강,2016,Q2,철강_소재,-0.1667984971551173,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.2198907026207437,003030
34,현대제철,2016,Q2,철강_소재,-0.11226360628855261,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.0024716832453822515,004020
34,삼광글라스,2016,Q2,철강_소재,-0.1894427391157933,0.008471446426484786,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.22475170242234596,005090
34,POSCO,2016,Q2,철강_소재,0.034913861132760265,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.13813744713118786,005490
34,무림P&P,2016,Q2,철강_소재,-0.049888667429554875,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.053589572082884056,009580
34,고려아연,2016,Q2,철강_소재,-0.003854981588739842,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.021792523997259818,010130
34,풍산,2016,Q2,철강_소재,0.004758954715684591,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,0.22564667469914307,103140
34,한국철강,2016,Q2,철강_소재,-0.11608336236179134,0.0,-0.027027232119385514,0.0,-0.044642857142857095,-0.08606485539000996,0.3509743792660007,-0.020029172322892093,104700
