,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
26,조선내화,2018,Q2,철강_소재,0.04839560668212351,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,0.060034130245770104,000480
26,영풍,2018,Q2,철강_소재,-0.08543709878316533,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,0.01968765964791773,000670
26,동국제강,2018,Q2,철강_소재,-0.19006577269342306,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,0.02612876541294519,001230
26,세아베스틸,2018,Q2,철강_소재,-0.15812410109905217,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.15861426534196105,001430
26,고려제강,2018,Q2,철강_소재,0.0011329313854676337,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.2045370282521643,002240
26,세아제강,2018,Q2,철강_소재,-0.13813450100456334,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.0832958909385321,003030
26,현대제철,2018,Q2,철강_소재,-0.14335719262881533,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.08244617593621238,004020
26,삼광글라스,2018,Q2,철강_소재,-0.02481178317218577,0.022631028297991573,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.17173386841433358,005090
26,POSCO,2018,Q2,철강_소재,-0.05816954280471273,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.1242611698260163,005490
26,무림P&P,2018,Q2,철강_소재,0.2833996324470188,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.11924620668297435,009580
26,고려아연,2018,Q2,철강_소재,-0.04972482527977187,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,0.16521187817907673,010130
26,풍산,2018,Q2,철강_소재,-0.15632837084991089,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.09189757252526141,103140
26,한국철강,2018,Q2,철강_소재,-0.19597347169858276,0.0,0.3971853095173552,0.0,0.009009009009008917,-0.0044422507403751865,0.11515816784752042,-0.013510360431905621,104700
