,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
19,조선내화,2020,Q1,철강_소재,-0.024622085199050528,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.2982992105524605,000480
19,영풍,2020,Q1,철강_소재,-0.003615429771146275,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.2526805617673693,000670
19,동국제강,2020,Q1,철강_소재,-0.053165258989395614,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,0.3783807143278998,001230
19,세아베스틸,2020,Q1,철강_소재,0.24359554903487962,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.08483782192949313,001430
19,고려제강,2020,Q1,철강_소재,-0.12138879456848223,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.059066734343241445,002240
19,세아제강,2020,Q1,철강_소재,0.10991942409237912,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,0.37429697393218236,003030
19,현대제철,2020,Q1,철강_소재,0.05098678120487285,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,0.15544475063156044,004020
19,삼광글라스,2020,Q1,철강_소재,-0.0531710791857181,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.03189288561042025,005090
19,POSCO,2020,Q1,철강_소재,-0.042554001004863784,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.03363830006980109,005490
19,무림P&P,2020,Q1,철강_소재,0.10381897105605445,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.3122142281300217,009580
19,고려아연,2020,Q1,철강_소재,-0.09218948577928142,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.09574036105832615,010130
19,풍산,2020,Q1,철강_소재,0.013408986504103437,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,0.03762368281049261,103140
19,한국철강,2020,Q1,철강_소재,0.2499548228360139,0.0,2.326416414584117,0.0,0.00943396226415083,-0.060040160642572116,-0.20454187036744997,-0.17757254259229416,104700
