,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
15,조선내화,2021,Q1,철강_소재,0.14736283094853636,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.03153426773795297,000480
15,영풍,2021,Q1,철강_소재,0.13628434962609204,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.008592319436373275,000670
15,동국제강,2021,Q1,철강_소재,1.1644862489723582,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.1763557107782743,001230
15,세아베스틸,2021,Q1,철강_소재,1.0999714744505023,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.1510698486409106,001430
15,고려제강,2021,Q1,철강_소재,0.5463577878128957,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,0.012190068395831767,002240
15,세아제강,2021,Q1,철강_소재,0.580579845566021,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,0.08333906833819155,003030
15,현대제철,2021,Q1,철강_소재,0.2913822074991597,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.09218895526062851,004020
15,삼광글라스,2021,Q1,철강_소재,0.09900104840634069,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,0.052134764639286325,005090
15,POSCO,2021,Q1,철강_소재,0.21377281100309467,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.12454951514294245,005490
15,무림P&P,2021,Q1,철강_소재,0.09020125625153456,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.13984041884129564,009580
15,고려아연,2021,Q1,철강_소재,0.12464930818741818,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,0.1590439029437895,010130
15,풍산,2021,Q1,철강_소재,0.3254106019249555,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.14676963557666972,103140
15,한국철강,2021,Q1,철강_소재,0.2676067463358327,0.0,2.0127382750040668,0.0,0.016000000000000014,0.17195325542571194,0.3732219462632649,-0.19996806412177934,104700
