,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,소비자물가지수 변화율,1인평균급여 변화율,실업률 변화율,금리 변화율,국제유가 변화율,Label,Code
25,조선내화,2018,Q3,철강_소재,0.060034130245770104,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,-0.025609331002890156,000480
25,영풍,2018,Q3,철강_소재,0.01968765964791773,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.12218307211157567,000670
25,동국제강,2018,Q3,철강_소재,0.02612876541294519,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,-0.062160127067464835,001230
25,세아베스틸,2018,Q3,철강_소재,-0.15861426534196105,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.20357265642570999,001430
25,고려제강,2018,Q3,철강_소재,-0.2045370282521643,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.19022958976199286,002240
25,세아제강,2018,Q3,철강_소재,-0.0832958909385321,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.021732410607735387,003030
25,현대제철,2018,Q3,철강_소재,-0.08244617593621238,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,-0.021121097645803617,004020
25,삼광글라스,2018,Q3,철강_소재,-0.17173386841433358,0.04862249558453291,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.29197219699111515,005090
25,POSCO,2018,Q3,철강_소재,-0.1242611698260163,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,-0.03731412057645239,005490
25,무림P&P,2018,Q3,철강_소재,-0.11924620668297435,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,-0.2267205463851725,009580
25,고려아연,2018,Q3,철강_소재,0.16521187817907673,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.07110274263109478,010130
25,풍산,2018,Q3,철강_소재,-0.09189757252526141,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.03690462942354761,103140
25,한국철강,2018,Q3,철강_소재,-0.013510360431905621,0.0,0.0442397512820667,0.0,0.11607142857142883,-0.09246405552800974,0.009709172259507959,0.04774988881531862,104700
