code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2018,Q3,"79,660,835,807","1,131,249,732,141","1,210,910,567,948","90,807,836,605","396,977,541,778","487,785,378,383","712,930,153,348","723,125,189,565",66783712661.0,9549746298.0,7651044674.0,5963666291.0,5963666291.0,"13,707,635,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2018,Q3,"223,842,075,081","2,075,480,525,755","2,299,322,600,836","19,516,028,296","61,155,927,827","80,671,956,123","880,568,654,653","2,218,650,644,713",15149063269.0,10060700336.0,12190913197.0,9339859768.0,9339859768.0,"46,510,086,500",,,,,,,,,,,,
270,기아차,경기소비재,2018,Q3,"12,643,986,000,000","24,452,700,000,000","37,096,686,000,000","6,840,244,000,000","7,267,758,000,000","14,108,002,000,000","19,351,397,000,000","22,988,684,000,000",7492150000000.0,-88098000000.0,-47066000000.0,-18814000000.0,-18814000000.0,,,,,,,,,,,,,
1740,SK네트웍스,경기소비재,2018,Q3,"2,109,036,000,000","4,283,220,000,000","6,392,256,000,000","2,777,546,000,000","1,420,094,000,000","4,197,640,000,000","815,315,000,000","2,194,616,000,000",3200627000000.0,18270000000.0,2227000000.0,-13846000000.0,-13846000000.0,"648,654,000,000",,,,,,,,,,,,
2350,넥센타이어,경기소비재,2018,Q3,"786,179,445,661","1,681,990,414,939","2,468,169,860,600","580,697,320,692","516,026,278,212","1,096,723,598,904","1,253,869,560,101","1,371,446,261,696",405169366249.0,47012539773.0,43007800149.0,32490905770.0,32490905770.0,"54,083,938,500",,,,,,,,,,,,
3200,일신방직,경기소비재,2018,Q3,"177,435,240,339","391,339,531,926","568,774,772,265","44,368,904,895","21,334,661,170","65,703,566,065","482,701,027,774","503,071,206,200",78293255039.0,2048978337.0,3756596640.0,2934750703.0,2934750703.0,"12,000,000,000",,,,,,,,,,,,
3620,쌍용차,경기소비재,2018,Q3,"579,236,459,733","1,608,977,543,776","2,188,214,003,509","984,593,861,630","484,830,328,816","1,469,424,190,446","-59,871,664,730",,901868857008.0,-22445582058.0,-19068118943.0,-19068118943.0,-19068118943.0,"689,746,980,000",,,,,,,,,,,,
4150,한솔홀딩스,경기소비재,2018,Q3,"53,675,867,320","415,922,472,199","469,598,339,519","30,729,915,108","2,371,032,971","33,100,948,079","-136,453,778,304","436,497,391,440",,3149924878.0,2318617739.0,6810783838.0,6810783838.0,"231,799,355,000",,,,,,,,,,,,
4170,신세계,경기소비재,2018,Q3,"646,881,044,126","5,693,403,725,484","6,340,284,769,610","1,658,831,075,979","1,535,923,243,110","3,194,754,319,089","2,090,707,873,510","3,145,530,450,521",432009005400.0,46960463871.0,38090926139.0,29050872395.0,29050872395.0,"49,225,905,000",,,,,,,,,,,,
4490,세방전지,경기소비재,2018,Q3,"761,847,324,083","447,980,934,555","1,209,828,258,638","249,245,021,738","10,562,761,253","259,807,782,991","892,646,692,814","950,020,475,647",274998526968.0,26392417481.0,29699269069.0,22507335389.0,22507335389.0,"7,000,000,000",,,,,,,,,,,,
4700,조광피혁,경기소비재,2018,Q3,"83,502,977,574","178,954,872,299","262,457,849,873","12,734,283,257","5,582,690,504","18,316,973,761","193,980,074,273","244,140,876,112",29040037960.0,3462887400.0,3920666465.0,2971248763.0,2971248763.0,"34,245,690,000",,,,,,,,,,,,
5380,현대차,경기소비재,2018,Q3,"21,962,177,000,000","47,041,024,000,000","69,003,201,000,000","9,732,907,000,000","5,667,984,000,000","15,400,891,000,000","49,019,740,000,000","53,602,310,000,000",10085005000000.0,-461819000000.0,-336761000000.0,-235859000000.0,-235859000000.0,"1,488,993,000,000",,,,,,,,,,,,
5850,에스엘,경기소비재,2018,Q3,"459,266,419,438","476,322,590,657","935,589,010,095","146,860,543,508","29,864,185,696","176,724,729,204","598,925,382,467","758,864,280,891",170789820275.0,190391804.0,7348238711.0,6134115699.0,6134115699.0,"16,932,545,000",,,,,,,,,,,,
7340,동아타이어,경기소비재,2018,Q3,"97,736,809,939","248,366,297,811","346,103,107,750","19,203,431,235","5,484,677,112","24,688,108,347","590,533,140,593","321,414,999,403",36832366382.0,2263010650.0,6992364790.0,5244239297.0,5244239297.0,"4,997,002,500",,,,,,,,,,,,
7860,서연,경기소비재,2018,Q3,"2,890,833,665","351,718,574,278","354,609,407,943","10,024,781,079","2,868,736,355","12,893,517,434","595,717,705,819","341,715,890,509",2630568500.0,27139309.0,-23352219.0,-17414674.0,-17414674.0,"11,739,922,000",,,,,,,,,,,,
8770,호텔신라,경기소비재,2018,Q3,"985,285,170,438","1,282,506,873,609","2,267,792,044,047","827,761,661,629","539,985,094,811","1,367,746,756,440","607,963,767,000","900,045,287,607",940031517487.0,62113506673.0,58654520573.0,,,"200,000,000,000",,,,,,,,,,,,
9240,한샘,경기소비재,2018,Q3,"351,958,229,381","594,232,084,561","946,190,313,942","328,994,140,693","68,371,339,176","397,365,479,869","642,069,739,065","548,824,834,073",428746256956.0,14401306544.0,16176879893.0,15038945392.0,15038945392.0,"23,533,928,000",,,,,,,,,,,,
