code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2019,Q4,2020-03-30,"223,798,877,643","1,072,466,553,453","1,296,265,431,096","150,525,798,495","405,007,759,252","555,533,557,747","739,385,681,708","740,731,873,349",65638595137.0,12926317051.0,4748433324.0,492359105.0,"13,707,635,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2019,Q4,2020-03-30,"217,280,496,058","2,116,443,352,727","2,333,723,848,785","19,584,589,004","35,303,599,787","54,888,188,791","939,831,403,508","2,278,835,659,994",16793792328.0,10916824511.0,12845890491.0,10041950710.0,"46,510,086,500",,,,,,,,,,,,
270,기아차,경기소비재,2019,Q4,2020-03-30,"13,334,847,000,000","25,021,434,000,000","38,356,281,000,000","9,571,234,000,000","5,634,829,000,000","15,206,063,000,000","19,456,378,000,000","23,150,218,000,000",8876496000000.0,292500000000.0,171334000000.0,62643000000.0,,,,,,,,,,,,,
1740,SK네트웍스,경기소비재,2019,Q4,2020-03-30,"3,178,879,000,000","4,494,443,000,000","7,673,322,000,000","3,343,764,000,000","2,237,177,000,000","5,580,941,000,000","711,897,000,000","2,092,381,000,000",1857314000000.0,-100628000000.0,3098000000.0,-89553000000.0,"648,654,000,000",,,,,,,,,,,,
2350,넥센타이어,경기소비재,2019,Q4,2020-03-30,"861,552,853,853","1,783,062,445,956","2,644,615,299,809","379,293,354,002","722,222,638,113","1,101,515,992,115","1,424,626,860,522","1,543,099,307,694",381100553427.0,29913475908.0,23880426878.0,17916520256.0,"54,083,938,500",,,,,,,,,,,,
3200,일신방직,경기소비재,2019,Q4,2020-03-30,"161,000,055,454","393,625,532,701","554,625,588,155","41,910,558,630","26,003,101,637","67,913,660,267","469,434,909,021","486,711,927,888",81123960538.0,313802890.0,-7176866693.0,-7399137492.0,"12,000,000,000",,,,,,,,,,,,
3620,쌍용차,경기소비재,2019,Q4,2020-03-30,"506,529,253,917","1,510,315,750,806","2,016,845,004,723","983,425,223,720","627,880,188,221","1,611,305,411,941","-421,823,237,468",,916181547670.0,-94294088942.0,-154872305197.0,-154872305197.0,"749,200,010,000",,,,,,,,,,,,
4150,한솔홀딩스,경기소비재,2019,Q4,2020-03-30,"28,282,102,072","381,995,268,805","410,277,370,877","16,846,152,567","3,456,272,178","20,302,424,745","47,136,895,917","389,974,946,132",,1271639527.0,-249166290.0,-795980608.0,"235,918,395,000",,,,,,,,,,,,
4170,신세계,경기소비재,2019,Q4,2020-03-30,"401,089,345,341","6,864,814,565,186","7,265,903,910,527","1,433,868,253,061","2,060,833,946,884","3,494,702,199,945","2,792,045,874,138","3,771,201,710,582",429960948265.0,85390001808.0,-21608223950.0,-38841245690.0,"49,225,905,000",,,,,,,,,,,,
4490,세방전지,경기소비재,2019,Q4,2020-03-30,"809,422,903,463","492,655,877,732","1,302,078,781,195","235,591,858,206","14,105,377,216","249,697,235,422","996,926,312,159","1,052,381,545,773",285054590048.0,20930947648.0,12524188411.0,6134059678.0,"7,000,000,000",,,,,,,,,,,,
4700,조광피혁,경기소비재,2019,Q4,2020-03-30,"85,635,650,110","210,186,218,564","295,821,868,674","10,680,210,552","10,129,625,951","20,809,836,503","211,946,394,941","275,012,032,171",24361211796.0,2869431862.0,3077441659.0,2411300927.0,"34,245,690,000",,,,,,,,,,,,
