,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
5,Moorim_P&P,종이·목재,2023,Q2,-0.23054422571627511,0.011211922607198055,0.1344288207357921,-0.035818535940269625,-0.03581912791841346,-0.035818535940269625,-0.03581853594026985,-0.035818535940269625,-0.035818535940269625,-0.035818535940269625,-0.06044739383608627,009580
