,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
14,Moorim_P&P,종이·목재,2021,Q1,-0.09320646742017116,0.020743185951311638,-0.11171934271154393,0.14512545648283193,-0.07231825865355468,0.29094208497342056,0.12154585252577299,0.16498122039322183,0.1419839078473557,0.14060213892923001,0.3013253065380018,009580
