,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
8,Moorim_P&P,종이·목재,2022,Q3,0.05552292622534635,-0.028376860924767655,-0.40581612371175946,-0.027792345170368993,-0.02779144307122383,-0.027792345170368993,-0.027792345170368993,-0.027792345170368993,-0.027792345170368993,-0.027792345170368993,0.17897053050731354,009580
