,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
22,Moorim_P&P,종이·목재,2019,Q1,-0.29163512329156505,0.0042846675490477715,0.06662693537494901,0.09881294980965427,0.09882153156977846,0.09881294980965438,0.2988771052437105,0.168233825265643,0.20913464203459486,0.20786101420866765,-0.11564707763332766,009580
