,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
31,Moorim_P&P,종이·목재,2016,Q4,-0.06690878411812443,0.016994354175033366,-0.05238954505931259,-0.08865125278080299,-0.08866217088941863,-0.08865125278080321,-0.14856793557301273,-0.4364040180129032,-0.4136143407651891,-0.41922130466766405,-0.011706659126910138,009580
