,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
1,Moorim_P&P,종이·목재,2024,Q2,-0.07945308678393363,-0.021379631126877463,-0.0527640141580481,-0.05808322964572521,-0.05808429975732232,-0.05808322964572521,-0.05808322964572521,-0.05808322964572521,-0.05808322964572521,-0.05808322964572543,0.008882928263790016,009580
