,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,Relative Return,전체 주식 수변화율,보유 주식 수변화율,1인평균급여변화율,기초 소유 주식 수변화율,기초 소유주식 지분율변화율,기말 소유주식 수변화율,Label,Code
11,Moorim_P&P,종이·목재,2021,Q4,-0.01720967501889703,-0.16700115540425498,-0.032592842565078994,-0.177435517793824,-0.2513726474577487,-0.11465846917930622,-0.04541904955512899,-0.09456730459524842,-0.09459019472921071,-0.09377104752673127,-0.0025253282141136195,009580
