,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
2,Moorim_P&P,종이·목재,2024,Q1,-0.10011388008277232,0.007926587747871694,-0.009097921055614355,0.057713870045298266,-0.023680694141577696,0.05066639956456287,-0.0506163586995001,-0.11773163421571886,-0.14876865307156173,-0.15061865662446605,-0.07945308678393363,009580
