,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
32,Moorim_P&P,종이·목재,2016,Q3,-0.1558455964847581,-0.007108860146465723,0.015928348096325262,0.0506193569998874,0.05062240034318399,0.0506193569998874,0.05061935699988751,0.0506193569998874,0.05061935699988751,0.05061935699988751,-0.06690878411812443,009580
