,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
3,Moorim_P&P,종이·목재,2023,Q4,-0.09876446783661597,0.018480163597792365,-0.0747652970326762,-0.15050299848731963,-0.05902989272759007,-0.14196212737929392,-0.031873346506661626,0.03008648519948054,0.056291260170412305,0.05780858696807889,-0.10011388008277232,009580
