,name,sector,year,quarter,자본총계변화율,매출액변화율,이익잉여금변화율,유동자산변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,보유 주식 수변화율,1인평균급여변화율,기초 소유주식 지분율변화율,Label,Code
21,Moorim_P&P,종이·목재,2019,Q2,-0.02055256026864516,-0.017070414732215378,-0.037170312355642166,-0.09745433254003055,0.010610867356925957,-0.11564707763332766,-0.01527398037715666,-0.011245674245597304,-0.015530086744224958,-0.009865203999392058,-0.10281839576601906,009580
