,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,전체 주주 수 변화율,수출액 변화율,전체 주식 수 변화율,1인평균급여 변화율,보유 주식 수 변화율,발행금액 변화율,기말 소유주식 수 변화율,Label,Code
15,Moorim_P&P,종이·목재,2020,Q4,-0.040049875161143174,0.022326503128580644,-0.1029469960231606,-0.2736301905237357,-0.015372275387599998,-0.5355502063507018,-0.23944320926051144,-0.30391561761807395,-0.26896690830358216,-0.2669266204329104,-0.09320646742017116,009580
