접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330004075,Y,00138279,S-Oil,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004792,Y,00138279,S-Oil,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004868,Y,00138279,S-Oil,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004049,Y,00138279,S-Oil,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401004049,Y,00138279,S-Oil,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003105,Y,00138279,S-Oil,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330003105,Y,00138279,S-Oil,-,-,-,-,-,-,2019-12-31,2019,Q4
20210322000581,Y,00138279,S-Oil,-,-,-,-,-,-,2020-12-31,2020,Q4
20210322000581,Y,00138279,S-Oil,-,-,-,-,-,-,2020-12-31,2020,Q4
20220314000379,Y,00138279,S-Oil,-,-,-,-,-,-,2021-12-31,2021,Q4
20230320000502,Y,00138279,S-Oil,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320001242,Y,00138279,S-Oil,-,-,-,-,-,-,2023-12-31,2023,Q4
20250319000503,Y,00138279,S-Oil,-,-,-,-,-,-,2024-12-31,2024,Q4
