접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20171019000325,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2015-12-31,2015,Q4
20171019000329,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2016-12-31,2016,Q4
20171019000329,Y,00111704,한화오션,2016.02.27,무상감자,"기명식
보통주식","252,095,550","5,000","5,000",2016-12-31,2016,Q4
20171019000329,Y,00111704,한화오션,2016.12.30,유상증자(제3자배정),"기명식
보통주식","44,257,142","5,000","40,350",2016-12-31,2016,Q4
20180523000409,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,2016.12.27,무상감자,"기명식
보통주식","252,095,550","5,000","5,000",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,2016.12.30,유상증자(제3자배정),"기명식
보통주식","44,257,142","5,000","40,350",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,2017.06.29,유상증자(제3자배정),"기명식
보통주식","19,647,036","5,000","40,350",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,2017.08.12,유상증자(제3자배정),"기명식
보통주식","19,804,813","5,000","40,350",2017-12-31,2017,Q4
20180523000409,Y,00111704,한화오션,2017.12.22,유상증자(제3자배정),"기명식
보통주식","1,627,479","5,000","40,350",2017-12-31,2017,Q4
20190329004102,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2016.12.27,무상감자,"기명식
보통주식","252,095,550","5,000","5,000",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2016.12.30,유상증자(제3자배정),"기명식
보통주식","44,257,142","5,000","40,350",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2017.06.29,유상증자(제3자배정),"기명식
보통주식","19,647,036","5,000","40,350",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2017.08.12,유상증자(제3자배정),"기명식
보통주식","19,804,813","5,000","40,350",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2017.12.22,유상증자(제3자배정),"기명식
보통주식","1,627,479","5,000","40,350",2018-12-31,2018,Q4
20190329004102,Y,00111704,한화오션,2018.03.15,유상증자(제3자배정),"기명식
보통주식","549,464","5,000","40,350",2018-12-31,2018,Q4
20200330003583,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2016.12.27,무상감자,"기명식
보통주식","252,095,550","5,000","5,000",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2016.12.30,유상증자(제3자배정),"기명식
보통주식","44,257,142","5,000","40,350",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2017.06.29,유상증자(제3자배정),"기명식
보통주식","19,647,036","5,000","40,350",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2017.08.12,유상증자(제3자배정),"기명식
보통주식","19,804,813","5,000","40,350",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2017.12.22,유상증자(제3자배정),"기명식
보통주식","1,627,479","5,000","40,350",2019-12-31,2019,Q4
20200330003583,Y,00111704,한화오션,2018.03.15,유상증자(제3자배정),"기명식
보통주식","549,464","5,000","40,350",2019-12-31,2019,Q4
20210317001184,Y,00111704,한화오션,2015.12.24,유상증자(제3자배정),"기명식
보통주식","82,024,610","5,000","5,050",2020-12-31,2020,Q4
20210317001184,Y,00111704,한화오션,2016.12.27,무상감자,"기명식
보통주식","252,095,550","5,000","5,000",2020-12-31,2020,Q4
20210317001184,Y,00111704,한화오션,2016.12.30,유상증자(제3자배정),"기명식
보통주식","44,257,142","5,000","40,350",2020-12-31,2020,Q4
