접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160609000026,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"6,857,143","5,000","400,000",2015-12-31,2015,Q4
20160609000026,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"1,714,286","5,000","400,000",2015-12-31,2015,Q4
20160609000026,Y,00120526,롯데쇼핑,2006.03.16,유상증자(일반공모),보통주,"471,945","5,000","400,000",2015-12-31,2015,Q4
20160609000026,Y,00120526,롯데쇼핑,2013.01.22,-,보통주,"2,447,518","5,000",-,2015-12-31,2015,Q4
20170601000387,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"6,857,143","5,000","400,000",2016-12-31,2016,Q4
20170601000387,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"1,714,286","5,000","400,000",2016-12-31,2016,Q4
20170601000387,Y,00120526,롯데쇼핑,2006.03.16,유상증자(일반공모),보통주,"471,945","5,000","400,000",2016-12-31,2016,Q4
20170601000387,Y,00120526,롯데쇼핑,2013.01.22,-,보통주,"2,447,518","5,000",-,2016-12-31,2016,Q4
20180402005083,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"6,857,143","5,000","400,000",2017-12-31,2017,Q4
20180402005083,Y,00120526,롯데쇼핑,2006.02.09,유상증자(일반공모),보통주,"1,714,286","5,000","400,000",2017-12-31,2017,Q4
20180402005083,Y,00120526,롯데쇼핑,2006.03.16,유상증자(일반공모),보통주,"471,945","5,000","400,000",2017-12-31,2017,Q4
20180402005083,Y,00120526,롯데쇼핑,2013.01.22,-,보통주,"2,447,518","5,000",-,2017-12-31,2017,Q4
20180402005083,Y,00120526,롯데쇼핑,2017.10.12,주식분할,보통주,"3,368,845","5,000",-,2017-12-31,2017,Q4
20190401004513,Y,00120526,롯데쇼핑,2017.10.12,-,보통주,"3,368,845","5,000",-,2018-12-31,2018,Q4
20190401004513,Y,00120526,롯데쇼핑,2018.08.01,-,보통주,"166,708","5,000",-,2018-12-31,2018,Q4
20200814001581,Y,00120526,롯데쇼핑,2017.10.12,-,보통주,"3,368,845","5,000",-,2019-12-31,2019,Q4
20200814001581,Y,00120526,롯데쇼핑,2018.08.01,-,보통주,"166,708","5,000",-,2019-12-31,2019,Q4
20210315000915,Y,00120526,롯데쇼핑,2017.10.12,-,보통주,"3,368,845","5,000",-,2020-12-31,2020,Q4
20210315000915,Y,00120526,롯데쇼핑,2018.08.01,-,보통주,"166,708","5,000",-,2020-12-31,2020,Q4
20220315001185,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2021-12-31,2021,Q4
20230315001405,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2022-12-31,2022,Q4
20240315000948,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2023-12-31,2023,Q4
20250314001659,Y,00120526,롯데쇼핑,-,-,-,-,-,-,2024-12-31,2024,Q4
