,name,year,quarter,sector,Relative Return,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
26,SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.2063910933822859,0.3258254282556641,0.08384621984336649,0.17247468909197217,0.11910988460069771,0.10548460258343417,0.017395274679003904,000660
26,LG,2018,Q2,정보기술,0.00598980207591944,0.00021130225509469192,-0.9077078771353381,-0.034845316066507204,-0.7969896955462921,0.00402894484670413,-0.04951042013111839,-0.009626283564119015,003550
26,한솔테크닉스,2018,Q2,정보기술,-0.13571566747667213,0.005666445906731488,-3.6293561078975634,0.05235068054637049,-0.06039272195740453,-0.014659540663075288,0.6582888809998508,-0.21888481634703838,004710
26,삼성전자,2018,Q2,정보기술,-0.01484218290028759,0.023064584735296156,-0.04100509491893711,-0.006023464285410007,-0.030329656330003063,0.036135929814873124,0.04596398253902856,0.062292406532657496,005930
26,삼성SDI,2018,Q2,정보기술,0.16815212523828227,0.007340008927827046,-0.08097893483396168,0.019626275538269233,0.1622432844413766,0.003288191845787658,-0.038041628438475694,0.07010092574828349,006400
26,대덕전자,2018,Q2,정보기술,0.05515263194773247,-0.050287983728135144,0.9044828860106269,-0.028796286634704238,-0.0075963718744400666,0.012257116522763623,0.17430356590148643,0.12574523540668203,008060
26,삼성전기,2018,Q2,정보기술,0.1865616877829872,0.004662127775124647,3.4175344978765008,-0.008336319209409582,-0.09977028139272337,0.0034535838548730435,0.04726770614684361,-0.12990380305485644,009150
26,LG이노텍,2018,Q2,정보기술,0.19759594338246023,0.006549766255188771,0.0015801810657465332,0.045173584010193,-0.10416596160329594,-0.0006844334923219453,0.12374471702606615,-0.2258221704017952,011070
26,삼성에스디에스,2018,Q2,정보기술,0.11722591658386199,0.008094906242074318,0.4851976668791793,0.015838721018530233,0.09891400321057109,0.03144099688048141,0.6675554149649543,-0.10468256411680334,018260
26,일진머티리얼즈,2018,Q2,정보기술,0.514239452711559,-0.03902691927792157,0.7481358740679371,-0.01353265229336309,0.026022353201399895,0.022849044922674366,-0.003701092703560116,0.05595478280372942,020150
26,신도리코,2018,Q2,정보기술,-0.06183237339879774,-0.06334733643603252,0.12676501503882065,-0.011442066239207405,-0.05666208112911564,0.010688795544218754,0.20281669081614906,-0.03563502835129913,029530
26,LG디스플레이,2018,Q2,정보기술,0.0067287264125395485,0.052318714429831825,1.9654533314196208,0.03015381128285366,-0.02314492805079138,-0.031025078830216768,0.17710861739672334,-0.09348758926415991,034220
26,SK,2018,Q2,정보기술,-0.06225254146602463,0.015267910003974094,-0.9611751247434561,-0.014173812798218166,-0.3888956143129829,0.004906442058044691,0.005192712230936536,0.13480207929808474,034730
26,한미반도체,2018,Q2,정보기술,0.008487575040580356,-0.07358333509816717,1.0079197149146726,-0.001435521901963055,0.6993574381736523,0.055409318865167645,0.29362113532421663,-0.00910126873595464,042700
26,LG전자,2018,Q2,정보기술,-0.12646469388621,-0.0007043443293237583,0.05584254764226926,0.042525523362364925,0.057582073011487545,0.0331352294582925,0.06906986227273193,-0.007433369414909005,066570
