,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,이익잉여금 변화율,영업이익 변화율,비유동부채 변화율,소비자물가지수 변화율,Label,Code
34,하이트진로,2016,Q2,생활소비재,-0.21978854970262243,0.3509743792660007,-0.01278768375772199,0.03565536001713587,0.06225300778873777,-0.08062696440096995,-0.027027232119385514,-0.03598531033709729,000080
34,CJ,2016,Q2,생활소비재,-0.18960116914057856,0.3509743792660007,2.998635143214301e-05,0.004545587279831453,-0.7366765580435821,0.0072292199775858546,-0.027027232119385514,-0.1523368496930036,001040
34,대상,2016,Q2,생활소비재,0.07967801911387586,0.3509743792660007,0.004025403210617284,0.037867127047358284,-0.07869163330313955,0.005528093952218871,-0.027027232119385514,-0.13602207737328315,001680
34,오리온,2016,Q2,생활소비재,-0.15338178941590255,0.3509743792660007,0.006360994631070316,0.0011200660028105602,-0.3052714073143963,0.018276932877049568,-0.027027232119385514,-0.18535685414290062,001800
34,아모레G,2016,Q2,생활소비재,-0.17744728494812168,0.3509743792660007,0.000231187205032235,-0.0004412610287386487,-1.0098850483487791,-0.00453202231882166,-0.027027232119385514,0.025949920262107042,002790
34,남양유업,2016,Q2,생활소비재,-0.09472363552423035,0.3509743792660007,-0.0030317113324968004,0.012882603226104461,2.7223651060540877,-0.19925423295573153,-0.027027232119385514,0.005181239854440141,003920
34,농심,2016,Q2,생활소비재,-0.1780270453076065,0.3509743792660007,0.008573434334518959,0.006493477010582893,-0.8281181286527772,-0.20368961434244914,-0.027027232119385514,-0.1457451772756213,004370
34,빙그레,2016,Q2,생활소비재,-0.11018559045260598,0.3509743792660007,-0.02393667263633148,1.9420546648583596,5.715947888773787,-0.14858791219877743,-0.027027232119385514,-0.015148782523825285,005180
34,롯데칠성,2016,Q2,생활소비재,-0.24769800863879976,0.3509743792660007,-0.007538595202371434,0.011534706840914843,0.18738296545846644,-0.01243528318788445,-0.027027232119385514,-0.04036610090069271,005300
34,현대그린푸드,2016,Q2,생활소비재,-0.14465697385225118,0.3509743792660007,-0.03262489121738055,0.020044772680589018,-0.27093477111252984,-0.04789121403052987,-0.027027232119385514,-0.06730279186944621,005440
34,삼립식품,2016,Q2,생활소비재,-0.2779688257670116,0.3509743792660007,-0.008557721781451755,0.0446446146537558,1.2036628476313251,-0.11399869358440795,-0.027027232119385514,-0.08257330918951808,005610
34,크라운제과,2016,Q2,생활소비재,0.0,0.3509743792660007,0.005681390398843966,0.016953414479806028,-0.05339538352747164,0.00714554766102915,-0.027027232119385514,-0.20353549157697867,005740
34,GS리테일,2016,Q2,생활소비재,-0.1831230244588442,0.3509743792660007,0.017635336191169193,0.008484151824843744,1.3679017101505146,-0.010376141983123421,-0.027027232119385514,-0.01442743672275524,007070
34,오뚜기,2016,Q2,생활소비재,-0.13600658228746648,0.3509743792660007,0.005306243830301094,0.03436006418630311,0.18633507939600613,0.05079721842817464,-0.027027232119385514,-0.17209549331982874,007310
34,한국전력,2016,Q2,생활소비재,-0.07216715727288248,0.3509743792660007,0.01620396328960294,0.03955355333175192,5.530944557739515,-0.026928307335072788,-0.027027232119385514,-0.22526467783428658,015760
34,KT&G,2016,Q2,생활소비재,-0.14872587673188048,0.3509743792660007,0.0074791594414069795,1.0887993393470765,-0.014085893398914195,-0.05579607033318834,-0.027027232119385514,-0.10410088890544986,033780
34,무학,2016,Q2,생활소비재,-0.29197951385410953,0.3509743792660007,-0.0009032949881446761,0.032295654445108735,0.29585624077582184,0.0,-0.027027232119385514,-0.022529302909010077,033920
34,한국가스공사,2016,Q2,생활소비재,-0.004459828013295114,0.3509743792660007,-0.00026673119251996447,-0.02049277575309061,-1.0330403250093085,-0.03166034519095162,-0.027027232119385514,0.003573029335047398,036460
34,팜스코,2016,Q2,생활소비재,0.013157518051792848,0.3509743792660007,0.020221113385233247,0.015067403999617479,0.016790479992745633,-0.04825227031109869,-0.027027232119385514,-0.15791100369136207,036580
34,동원F&B,2016,Q2,생활소비재,-0.26897484335486,0.3509743792660007,0.00401170646878013,0.008458706028201979,-0.8350499102942968,-0.00017930679909250458,-0.027027232119385514,-0.1043702443845416,049770
34,LG생활건강,2016,Q2,생활소비재,-0.11449125936724094,0.3509743792660007,0.018757931979916487,0.08184149057216894,-0.09460835326467032,-0.23465246715588683,-0.027027232119385514,-0.1205356677915323,051900
34,에이블씨엔씨,2016,Q2,생활소비재,-0.28783907312184914,0.3509743792660007,0.030109757465932363,0.0424376045506476,0.19738668437237705,0.10241959794188693,-0.027027232119385514,-0.22232169398249998,078520
34,아모레퍼시픽,2016,Q2,생활소비재,-0.15311196150219172,0.3509743792660007,0.03333967874079624,0.06255998880830349,-0.2538657331996347,-0.15175696657661764,-0.027027232119385514,-0.04223509512476246,090430
34,CJ제일제당,2016,Q2,생활소비재,-0.061017396581539846,0.3509743792660007,-0.012695461224801585,0.009211786304353264,-0.3797347000759673,-0.03911490802343409,-0.027027232119385514,-0.05723364738805751,097950
34,락앤락,2016,Q2,생활소비재,-0.23513132676168297,0.3509743792660007,0.008941073958775192,0.01095617983660846,0.29373196907781884,-0.11535645996940747,-0.027027232119385514,0.12702067764508873,115390
34,이마트,2016,Q2,생활소비재,-0.2056284002350967,0.3509743792660007,-0.008895785900600806,0.016223069791508227,-0.6497347585730788,-0.06896821909608175,-0.027027232119385514,0.15427269156707332,139480
34,삼양사,2016,Q2,생활소비재,0.010794472105328842,0.3509743792660007,0.02004771295315,0.008468836536030366,0.15392383150605893,0.01316246807610355,-0.027027232119385514,0.04814952025985293,145990
34,한국콜마,2016,Q2,생활소비재,-0.04343351853343513,0.3509743792660007,0.03268022054560071,0.17737935478603784,0.22402831403597423,0.0023023790712806136,-0.027027232119385514,-0.14048568583865312,161890
