,Feature,Average_Importance
0,M_국제유가 변화율,0.1073142996958226
1,F_비유동자산 변화율,0.06967957245388247
2,F_이익잉여금 변화율,0.0683116352917869
3,F_영업이익 변화율,0.06811728194951487
4,F_비유동부채 변화율,0.06563808306508247
5,M_소비자물가지수 변화율,0.06550917443077581
