code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
270,Kia_Corp,운송장비·부품,2019,Q2,"12,950,871,000,000","25,018,818,000,000","37,969,689,000,000","8,601,624,000,000","5,647,400,000,000","14,249,024,000,000","20,040,035,000,000","23,720,665,000,000",8846729000000.0,438521000000.0,514433000000.0,409754000000.0,409754000000.0,,,,,,,,,,,
3570,S&T_Heavy_Industries,운송장비·부품,2019,Q2,"384,247,920,251","439,032,558,508","823,280,478,759","99,339,576,248","121,643,968,738","220,983,544,986","556,990,360,774","602,296,933,773",84663128415.0,3834020070.0,4753441010.0,3671965417.0,3671965417.0,"85,631,742,500",,,,,,,,,,
3620,SsangYong_Motor,운송장비·부품,2019,Q2,"814,522,090,164","1,653,368,973,062","2,467,891,063,226","1,230,993,602,741","569,833,823,377","1,800,827,426,118","-160,266,573,142",,932089311716.0,-47138712108.0,-50273936226.0,-50273936226.0,-50273936226.0,"749,200,010,000",,,,,,,,,,
5380,Hyundai_Motor,운송장비·부품,2019,Q2,"23,929,191,000,000","48,295,638,000,000","72,224,829,000,000","14,195,159,000,000","4,668,572,000,000","18,863,731,000,000","49,148,003,000,000","53,361,098,000,000",12952915000000.0,673872000000.0,1253852000000.0,1017689000000.0,1017689000000.0,"1,488,993,000,000",,,,,,,,,,
5850,SL_Corp,운송장비·부품,2019,Q2,"959,349,204,510","535,602,873,112","1,494,952,077,622","315,387,498,980","69,338,955,681","384,726,454,661","622,830,702,584","1,110,225,622,961",430110814349.0,31150771891.0,46771800712.0,41216564179.0,41216564179.0,"24,101,638,500",,,,,,,,,,
9680,Motonic,운송장비·부품,2019,Q2,"322,956,809,706","112,700,394,065","435,657,203,771","21,217,084,503","9,426,082,219","30,643,166,722","356,478,082,173","405,014,037,049",55251205057.0,1513303971.0,6253301715.0,5150583974.0,5150583974.0,"16,500,000,000",,,,,,,,,,
10140,Samsung_Heavy Industries,운송장비·부품,2019,Q2,"7,242,773,513,648","6,794,532,253,800","14,037,305,767,448","6,399,634,634,211","1,504,894,711,890","7,904,529,346,101","2,203,721,820,322","6,132,776,421,347",1730672026343.0,-29901405080.0,-292229114408.0,-292645457830.0,-292645457830.0,"3,150,574,225,000",,,,,,,,,,
10620,Hyundai_Mipo_Dockyard,운송장비·부품,2019,Q2,"1,881,496,662,000","1,515,228,417,000","3,396,725,079,000","1,037,169,549,000","52,296,849,000","1,089,466,398,000","1,802,199,012,000","2,307,258,681,000",838944970000.0,26969421000.0,21441312000.0,15904885000.0,15904885000.0,"199,710,745,000",,,,,,,,,,
10690,Hwashin,운송장비·부품,2019,Q2,"384,918,058,816","251,840,690,752","636,758,749,568","247,624,028,425","48,631,699,134","296,255,727,559","339,866,430,327","340,503,022,009",162689632223.0,-959211852.0,-287555481.0,1396563273.0,1396563273.0,"17,460,205,000",,,,,,,,,,
11210,Hyundai_WIA,운송장비·부품,2019,Q2,"3,091,245,000,000","2,825,593,000,000","5,916,838,000,000","1,634,547,000,000","1,288,316,000,000","2,922,863,000,000","2,406,614,000,000","2,993,975,000,000",1672240000000.0,17867000000.0,4855000000.0,3429000000.0,3429000000.0,"135,975,000,000",,,,,,,,,,
