Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2020,Q1,BS,유동자산,2020.03.31 현재,"417,898,483,000"
2020,Q1,BS,비유동자산,2020.03.31 현재,"1,185,469,094,000"
2020,Q1,BS,자산총계,2020.03.31 현재,"1,603,367,577,000"
2020,Q1,BS,유동부채,2020.03.31 현재,"159,857,425,000"
2020,Q1,BS,비유동부채,2020.03.31 현재,"146,713,826,000"
2020,Q1,BS,부채총계,2020.03.31 현재,"306,571,251,000"
2020,Q1,BS,자본금,2020.03.31 현재,"48,852,241,000"
2020,Q1,BS,이익잉여금,2020.03.31 현재,"840,815,398,000"
2020,Q1,BS,자본총계,2020.03.31 현재,"1,296,796,326,000"
2020,Q1,IS,매출액,2020.01.01 ~ 2020.03.31,380594698000
2020,Q1,IS,영업이익,2020.01.01 ~ 2020.03.31,13399597000
2020,Q1,IS,법인세차감전 순이익,2020.01.01 ~ 2020.03.31,27683014000
2020,Q1,IS,당기순이익,2020.01.01 ~ 2020.03.31,22607166000
2020,Q1,IS,당기순이익(손실),2020.01.01 ~ 2020.03.31,22607166000
2020,Q2,BS,유동자산,2020.06.30 현재,"399,536,653,000"
2020,Q2,BS,비유동자산,2020.06.30 현재,"1,188,862,511,000"
2020,Q2,BS,자산총계,2020.06.30 현재,"1,588,399,164,000"
2020,Q2,BS,유동부채,2020.06.30 현재,"127,072,205,000"
2020,Q2,BS,비유동부채,2020.06.30 현재,"153,649,552,000"
2020,Q2,BS,부채총계,2020.06.30 현재,"280,721,757,000"
2020,Q2,BS,자본금,2020.06.30 현재,"48,852,241,000"
2020,Q2,BS,이익잉여금,2020.06.30 현재,"850,851,721,000"
2020,Q2,BS,자본총계,2020.06.30 현재,"1,307,677,407,000"
2020,Q2,IS,매출액,2020.01.01 ~ 2020.06.30,351433040000
2020,Q2,IS,영업이익,2020.01.01 ~ 2020.06.30,11182817000
2020,Q2,IS,법인세차감전 순이익,2020.01.01 ~ 2020.06.30,13107380000
2020,Q2,IS,당기순이익,2020.01.01 ~ 2020.06.30,10030031000
2020,Q2,IS,당기순이익(손실),2020.01.01 ~ 2020.06.30,10030031000
2020,Q3,BS,유동자산,2020.09.30 현재,"499,154,933,000"
2020,Q3,BS,비유동자산,2020.09.30 현재,"1,259,824,852,000"
2020,Q3,BS,자산총계,2020.09.30 현재,"1,758,979,785,000"
2020,Q3,BS,유동부채,2020.09.30 현재,"214,448,364,000"
2020,Q3,BS,비유동부채,2020.09.30 현재,"171,456,617,000"
2020,Q3,BS,부채총계,2020.09.30 현재,"385,904,981,000"
2020,Q3,BS,자본금,2020.09.30 현재,"48,852,241,000"
2020,Q3,BS,이익잉여금,2020.09.30 현재,"862,488,548,000"
2020,Q3,BS,자본총계,2020.09.30 현재,"1,373,074,804,000"
2020,Q3,IS,매출액,2020.01.01 ~ 2020.09.30,402877533000
2020,Q3,IS,영업이익,2020.01.01 ~ 2020.09.30,14722819000
2020,Q3,IS,법인세차감전 순이익,2020.01.01 ~ 2020.09.30,15514749000
2020,Q3,IS,당기순이익,2020.01.01 ~ 2020.09.30,11578841000
2020,Q3,IS,당기순이익(손실),2020.01.01 ~ 2020.09.30,11578841000
2020,Q4,BS,유동자산,2020.12.31 현재,"453,944,872,000"
2020,Q4,BS,비유동자산,2020.12.31 현재,"1,306,295,860,000"
2020,Q4,BS,자산총계,2020.12.31 현재,"1,760,240,732,000"
2020,Q4,BS,유동부채,2020.12.31 현재,"202,240,981,000"
2020,Q4,BS,비유동부채,2020.12.31 현재,"159,368,550,000"
2020,Q4,BS,부채총계,2020.12.31 현재,"361,609,531,000"
2020,Q4,BS,자본금,2020.12.31 현재,"48,852,241,000"
2020,Q4,BS,이익잉여금,2020.12.31 현재,"855,193,149,000"
2020,Q4,BS,자본총계,2020.12.31 현재,"1,398,631,201,000"
2020,Q4,IS,매출액,2020.01.01 ~ 2020.12.31,377598143000
2020,Q4,IS,영업이익,2020.01.01 ~ 2020.12.31,5815824000
2020,Q4,IS,법인세차감전 순이익,2020.01.01 ~ 2020.12.31,-6486830000
2020,Q4,IS,당기순이익,2020.01.01 ~ 2020.12.31,-6510261000
2020,Q4,IS,당기순이익(손실),2020.01.01 ~ 2020.12.31,-6510261000
