,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,자본총계 변화율,Label,Code
2,하이트진로,2024,Q2,생활소비재,0.028627711658482734,0.01979840167061564,0.00016175982469013306,0.0211601212922512,0.07640142417074114,0.0360659600032629,0.06823672954739804,000080
2,CJ,2024,Q2,생활소비재,-0.17122467059725835,0.01979840167061564,0.04897929944839419,-0.11429643101389741,-0.08533264005112495,0.05183220014249712,-0.059163245803340925,001040
2,대상,2024,Q2,생활소비재,0.1485137855390761,0.01979840167061564,0.007073145785054358,-0.0009325486849928177,0.045818968928757364,0.01786116760758616,-0.09678073320051425,001680
2,오리온,2024,Q2,생활소비재,0.1064926806430334,0.01979840167061564,0.0010536108177958692,-0.07392410839670294,-0.12614817137714085,0.00017266688949968412,0.12731873388248122,001800
2,아모레G,2024,Q2,생활소비재,-0.2562303020917185,0.01979840167061564,-0.02110643985469285,-0.7494320908599703,-0.8774309371266971,-0.012114187832392154,0.0063917608834866135,002790
2,남양유업,2024,Q2,생활소비재,0.045951548082037684,0.01979840167061564,-0.03725721260958326,-0.019816030122712935,-0.024050825329228087,-0.021851309348612125,0.4641145683163189,003920
2,농심,2024,Q2,생활소비재,0.08444982766988073,0.01979840167061564,-0.007817650460232417,-0.02671056007928352,-0.06617918741475226,0.011486982893819775,-0.07293287864881526,004370
2,빙그레,2024,Q2,생활소비재,0.12835130908752176,0.01979840167061564,0.029328965966966436,-0.04355476540099923,-0.022327615655989175,0.04789409378088316,-0.11972007385289135,005180
2,롯데칠성,2024,Q2,생활소비재,0.10864647338456154,0.01979840167061564,0.002583496450661249,0.03628559018341471,0.2211624984442877,0.010356528016047806,-0.12846413187448424,005300
2,현대그린푸드,2024,Q2,생활소비재,-0.0636380536335483,0.01979840167061564,0.13817436168969133,-0.07907888228088544,-0.1537616844172156,0.03248592428032171,0.18270638957002555,005440
2,삼립식품,2024,Q2,생활소비재,-0.07848034376593117,0.01979840167061564,0.00027421780842651344,0.006959751294713046,-0.14863198738067973,0.11633563873725827,-0.032944255213092855,005610
2,크라운제과,2024,Q2,생활소비재,0.018625563830069178,0.01979840167061564,-0.00048499109324728895,-0.08300917449380751,-0.098063813873566,-0.002100412888036529,-0.007127261749040575,005740
2,GS리테일,2024,Q2,생활소비재,0.0586600120846085,0.01979840167061564,-0.10705575293836456,0.008130028288675817,0.0993994333310837,0.013252234777634042,0.08145056787194851,007070
2,오뚜기,2024,Q2,생활소비재,-0.007607883268906927,0.01979840167061564,-0.018379229071753933,-0.020273537941296937,0.09132659055985903,0.014038788911270084,0.03902453230191315,007310
2,한국전력,2024,Q2,생활소비재,0.02358362834619821,0.01979840167061564,0.008749524353621974,0.0006899275996727905,0.09936559226169672,-0.026717644860616785,0.2649357861519537,015760
2,KT&G,2024,Q2,생활소비재,0.19194711079139515,0.01979840167061564,0.018572267876268533,-0.031003527452828417,-0.15160199653141093,0.039799399182109285,0.31822761978690717,033780
2,무학,2024,Q2,생활소비재,0.2510068357212483,0.01979840167061564,0.40349631327945334,-0.007263484074302329,0.01676282580543309,0.023195903344505497,0.06045197120200148,033920
2,한국가스공사,2024,Q2,생활소비재,0.7475192575237629,0.01979840167061564,-0.008960224974243092,-0.052850716217373694,-0.11455844196831932,0.02337014461198539,-0.027917800186637837,036460
2,팜스코,2024,Q2,생활소비재,-0.1286291614052784,0.01979840167061564,0.004739970226003809,0.0655699523496891,0.0634728239043747,-0.010901750482782413,-0.08207382290383906,036580
2,동원F&B,2024,Q2,생활소비재,0.005977378718013696,0.01979840167061564,0.013098982958047234,-0.057927918111890464,-0.07354980666130229,0.011694286229297912,-0.02768518294209326,049770
2,LG생활건강,2024,Q2,생활소비재,-0.22010182890920474,0.01979840167061564,-0.0036181272518993612,-0.035478565592975575,-0.03530203334366566,0.01579738593527935,0.11555424328540564,051900
2,에이블씨엔씨,2024,Q2,생활소비재,0.02563189619536539,0.01979840167061564,-0.013763705859478947,0.006484918158705888,0.021367803386351802,0.020536512176677846,-0.10314156663570528,078520
2,아모레퍼시픽,2024,Q2,생활소비재,-0.26214869011960895,0.01979840167061564,0.20555714203018072,-0.275061663894676,-0.30506638217588533,0.024140499068721066,0.06697085514344364,090430
2,CJ제일제당,2024,Q2,생활소비재,0.1599541139048076,0.01979840167061564,-0.005657670999734021,-0.050001538509445,-0.03506006184324817,0.05219674058401225,-0.23168930144823155,097950
2,락앤락,2024,Q2,생활소비재,0.05957269026685079,0.01979840167061564,-0.003794136231491496,-0.013053769331855536,0.0007349771016362805,-0.01491087363316157,0.10791288764404999,115390
2,이마트,2024,Q2,생활소비재,-0.010437759053943362,0.01979840167061564,0.019738863775471627,0.011953247107239218,0.05723829432178218,-0.05284088271403786,0.048651835992118864,139480
2,삼양사,2024,Q2,생활소비재,-0.02942926361248882,0.01979840167061564,0.026119635765212035,0.05307144862601465,0.08166249168715622,0.038451723489489886,0.13289523792312677,145990
2,한국콜마,2024,Q2,생활소비재,0.1924577264918067,0.01979840167061564,0.039627974685326306,0.014117627843654112,0.23485902569483752,0.08301456578992639,0.005590776634040895,161890
2,코스맥스,2024,Q2,생활소비재,-0.21329772384116372,0.01979840167061564,0.07366523043320683,0.13031968085445356,0.1384645740523185,0.08963076451291152,0.23282755686744405,192820
