,Feature,Average_Importance
8,M_국제유가 변화율,0.25825601780344354
3,F_비유동자산 변화율,0.2427200289891358
1,F_부채총계 변화율,0.20573310729656952
5,F_유동부채 변화율,0.1985801052981614
7,F_자본총계 변화율,0.19533558896654554
