,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,자본총계 변화율,Label,Code
5,하이트진로,2023,Q3,생활소비재,0.06525524190560864,0.106533304958502,-3.427493868513043e-05,0.03160062933143459,-0.006118568027627114,0.011470825467099433,-0.14990381084427554,000080
5,CJ,2023,Q3,생활소비재,0.23725698679259047,0.106533304958502,0.0316585615253433,0.255685799315158,0.5659782043414197,0.004096622552653084,0.10516296191705135,001040
5,대상,2023,Q3,생활소비재,0.20231955530211015,0.106533304958502,0.006776147810416244,0.034810311891903645,0.0745015257512851,0.019934195473575,-0.18735620286412608,001680
5,오리온,2023,Q3,생활소비재,0.09904749246854505,0.106533304958502,0.0024569212130651774,0.011109873282791005,0.01974656981138634,0.0014432566163897764,-0.22410267205819728,001800
5,아모레G,2023,Q3,생활소비재,-0.0855900374796735,0.106533304958502,0.004821176994932896,-0.2026856366875761,-0.6122649652072905,0.006727113428855125,-0.2113172777498022,002790
5,남양유업,2023,Q3,생활소비재,0.08233999261266219,0.106533304958502,-0.01590048318359938,-0.0021297146588590277,0.013474490977380738,-0.006186335668034726,0.12716429007244945,003920
5,농심,2023,Q3,생활소비재,0.24311145778868068,0.106533304958502,0.010359406527498782,0.028383991939177955,0.03573692636778003,0.016036162447492508,-0.3832606228220312,004370
5,빙그레,2023,Q3,생활소비재,0.24468215121572648,0.106533304958502,-0.010765085323088952,0.08125898079842031,0.10031051834241556,0.06308393520003364,-0.18555266399671505,005180
5,롯데칠성,2023,Q3,생활소비재,0.19770512006767577,0.106533304958502,-0.0016900598380182874,-0.02776568342184893,-0.058833180209833635,0.03932703915144198,-0.29854025651173866,005300
5,현대그린푸드,2023,Q3,생활소비재,0.036903402736017006,0.106533304958502,0.36498291371777736,0.22017626076546915,-0.15029303920429515,0.383021752709626,0.08749462331802357,005440
5,삼립식품,2023,Q3,생활소비재,0.0066272894141746405,0.106533304958502,-0.04518686145422213,-0.017734678205181376,-0.004064478131009075,0.025948718244346303,-0.23143933308341808,005610
5,크라운제과,2023,Q3,생활소비재,0.002583117244771331,0.106533304958502,-0.0004764024831023228,0.01473346099917805,0.016411597642998155,-0.00285665824821435,-0.06942558392178161,005740
5,GS리테일,2023,Q3,생활소비재,0.06785490497220799,0.106533304958502,0.008357404476413643,-0.0010777409838197416,0.09416722889511009,0.015177611647266831,-0.23976420579566762,007070
5,오뚜기,2023,Q3,생활소비재,0.06850714615412441,0.106533304958502,-0.0006264116097307593,0.016581155808231607,0.022753710201907973,0.02466785286661377,-0.1020176622102293,007310
5,한국전력,2023,Q3,생활소비재,-0.014868313616894745,0.106533304958502,0.007404629751003755,0.02242531205120324,0.1286731970054753,-0.05547502665016879,0.3019371400496577,015760
5,KT&G,2023,Q3,생활소비재,0.11667024549377489,0.106533304958502,0.061981736747718896,0.45763445069671893,0.3008078088016839,-0.02226625324575937,-0.08254307423163569,033780
5,무학,2023,Q3,생활소비재,0.018691673343267066,0.106533304958502,-0.2611486992422304,-0.24433623217506972,-0.24492604972907228,0.005269935317893992,-0.17894331698613736,033920
5,한국가스공사,2023,Q3,생활소비재,-0.039048603936852,0.106533304958502,0.016921216760542368,-0.010029877199261739,-0.09683994266814933,-0.037560478320813995,0.07310244983494102,036460
5,팜스코,2023,Q3,생활소비재,-0.188075508663744,0.106533304958502,0.0026889326148487047,0.021701610659500936,0.024009138688889653,0.0201563702162868,-0.05737346969145729,036580
5,동원F&B,2023,Q3,생활소비재,0.18256459923126583,0.106533304958502,0.07921191388774163,0.26008985306874255,0.14692276368845758,0.0390234182278788,-0.10548364003736209,049770
5,LG생활건강,2023,Q3,생활소비재,-0.3125996810207337,0.106533304958502,0.0013607178162402533,0.10366794417359437,0.14959922191004638,0.014007653190733604,-0.061355011607819664,051900
5,에이블씨엔씨,2023,Q3,생활소비재,-0.09271437782076081,0.106533304958502,0.07271219910883087,0.7075784893195458,0.899987518598754,-0.24673410934641293,-0.2982381018225726,078520
5,아모레퍼시픽,2023,Q3,생활소비재,0.06293073325997384,0.106533304958502,-0.005316234191624636,0.022302482385275546,0.04252594111964414,0.005793510039429961,-0.26327996349326727,090430
5,CJ제일제당,2023,Q3,생활소비재,0.04023788741864315,0.106533304958502,-0.005343025848300598,-0.018807090213701194,0.11610168778568464,0.0049151251508656735,-0.15498298769793922,097950
5,락앤락,2023,Q3,생활소비재,0.08561540590786357,0.106533304958502,-0.004833656559076305,0.14239114849726575,0.238059780210361,0.007536000274334986,-0.07752359056629987,115390
5,이마트,2023,Q3,생활소비재,0.017565706024964257,0.106533304958502,-0.007117239914996243,0.07204682877916424,0.04046801137400702,0.013659210396710142,-0.21079048303497394,139480
5,삼양사,2023,Q3,생활소비재,0.10181730431730429,0.106533304958502,0.029773787100686233,0.041038936595694686,0.0617063234694204,0.04658344361238842,-0.005154027210595033,145990
5,한국콜마,2023,Q3,생활소비재,-0.1547298079252967,0.106533304958502,-0.005994014951709481,-0.05216403276659376,0.4349229985618641,0.014936858102511108,-0.16096412686321465,161890
5,코스맥스,2023,Q3,생활소비재,0.06628857327181348,0.106533304958502,0.020402422363093198,-0.00422851613917663,0.000872060416280851,0.02144160934218986,-0.25592196344361595,192820
