,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,자본총계 변화율,Label,Code
7,하이트진로,2023,Q1,생활소비재,-0.024821968334735087,-0.08337411073888668,0.004991940490844948,0.06500935459728985,0.18380846964116815,-0.03747612689528845,-0.15510437639735503,000080
7,CJ,2023,Q1,생활소비재,-0.13613870129101321,-0.08337411073888668,-0.0006821353075396885,-0.17395235033850798,0.01872050713954465,-0.0013699184548650045,-0.17919900942632128,001040
7,대상,2023,Q1,생활소비재,-0.042117077353037366,-0.08337411073888668,0.0465109212280701,0.06323488320827897,-0.0037799036079536608,0.0018634580990237737,-0.11603061908663619,001680
7,오리온,2023,Q1,생활소비재,0.011134679133489672,-0.08337411073888668,0.0010006887586466728,0.35085195595677865,1.3293990970451999,-0.014783462706485895,-0.10112309208470176,001800
7,아모레G,2023,Q1,생활소비재,-0.21228938790982174,-0.08337411073888668,-0.013512016011962724,0.2802888687440712,1.4718858688983847,-0.005816781289047168,-0.0006872790240209092,002790
7,남양유업,2023,Q1,생활소비재,-0.14136842400622174,-0.08337411073888668,-0.023368538716622034,-0.22072672118022052,-0.3210468077481273,-0.020603316445803932,-0.14653587963211323,003920
7,농심,2023,Q1,생활소비재,0.04817080089397604,-0.08337411073888668,0.0036274316584421484,0.08804649747710247,0.09490414679466852,0.005246855166587849,0.02837237111550478,004370
7,빙그레,2023,Q1,생활소비재,0.05721983925373751,-0.08337411073888668,-0.02435319507518563,0.12010443152289896,0.12380844191019591,-0.0060820203637702575,0.0038271566715171526,005180
7,롯데칠성,2023,Q1,생활소비재,-0.1154013960664157,-0.08337411073888668,0.00632324274723528,0.09565967510655571,0.03897965333995068,0.002638817653054737,-0.12258151255371992,005300
7,현대그린푸드,2023,Q1,생활소비재,0.0,-0.08337411073888668,-0.2642129181690265,-0.48792340468616235,-0.7506535342179694,-0.34908123848784867,-0.1294554152404964,005440
7,삼립식품,2023,Q1,생활소비재,0.05611561802100263,-0.08337411073888668,-0.001639975943337757,0.03668286812534749,0.07747145512661135,-0.01595958594269742,-0.15021653276331445,005610
7,크라운제과,2023,Q1,생활소비재,-0.03870077982092998,-0.08337411073888668,-0.0005236389773505268,0.033147639128584316,0.03692609202764485,0.009349341369684572,-0.12217600288614477,005740
7,GS리테일,2023,Q1,생활소비재,-0.10480710195193943,-0.08337411073888668,0.0009926243329703155,0.0291605431764137,0.06568664360155485,0.00011257084080518176,-0.10015120560834488,007070
7,오뚜기,2023,Q1,생활소비재,0.006792620522862752,-0.08337411073888668,-0.009213372640319184,-0.014451355172448443,-0.1452834832077894,0.0026291091431029923,-0.21360309296137564,007310
7,한국전력,2023,Q1,생활소비재,0.05526042307158455,-0.08337411073888668,0.021831278163115586,0.04396373493849626,-0.04434081455713279,-0.22794657768538207,-0.08901985447336633,015760
7,KT&G,2023,Q1,생활소비재,-0.11801050185888873,-0.08337411073888668,0.02440045734518259,0.07664678459628216,0.07966082370828942,-0.0405649427936875,-0.045784684525965166,033780
7,무학,2023,Q1,생활소비재,0.09152075309320146,-0.08337411073888668,-0.09759139861007082,-0.041598617081803124,-0.04203866601492612,0.06712706396831103,-0.04775486317670235,033920
7,한국가스공사,2023,Q1,생활소비재,-0.043305680653114534,-0.08337411073888668,0.05975345334748172,-0.0031430950137247837,-0.011069728750202845,0.001598345159893988,-0.08128187759639563,036460
7,팜스코,2023,Q1,생활소비재,-0.0454691207593151,-0.08337411073888668,-0.002340958676020022,-0.022123037973609483,-0.025231562546605524,-0.014976286911765113,0.018395632763530914,036580
7,동원F&B,2023,Q1,생활소비재,-0.038776095566564445,-0.08337411073888668,0.0010489854869872861,-0.08074504057144305,-0.11951287793605081,0.02187812071620998,-0.1676826942253406,049770
7,LG생활건강,2023,Q1,생활소비재,-0.04558158822589467,-0.08337411073888668,-0.005160417448026311,0.2146355406774929,0.2948757923336893,0.06825795590201111,-0.17802730342237955,051900
7,에이블씨엔씨,2023,Q1,생활소비재,0.34610935191975933,-0.08337411073888668,-0.03595678230271837,-0.03230624182233843,-0.026403206124198775,0.04664318809743162,-0.09499247683403625,078520
7,아모레퍼시픽,2023,Q1,생활소비재,-0.17687754275939044,-0.08337411073888668,-0.0030389570609586913,0.12545579381786776,0.1753320698997649,0.0011255202550637389,0.09135121616408058,090430
7,CJ제일제당,2023,Q1,생활소비재,-0.017709560609676888,-0.08337411073888668,-0.0010303425700226576,-0.039182530957252215,-0.10869385857973746,0.042089850346888946,-0.0763624167881985,097950
7,락앤락,2023,Q1,생활소비재,-0.07693829289283696,-0.08337411073888668,-0.0056965416492072984,0.13875332809912977,0.24811619021609932,-0.03179290669566337,-0.0557954291272384,115390
7,이마트,2023,Q1,생활소비재,-0.22505946038126384,-0.08337411073888668,-0.007625164444893029,0.015259745411084547,-0.017227963423913528,-0.0026430467032669824,-0.12589506555070507,139480
7,삼양사,2023,Q1,생활소비재,0.07994251658988119,-0.08337411073888668,0.021760708351576064,0.0016396156884634916,0.37977689608054277,0.03911983842855893,-0.1649531068798749,145990
7,한국콜마,2023,Q1,생활소비재,0.022101969815024207,-0.08337411073888668,0.017687050654086267,0.12070776385397797,0.6936376759214882,-0.005856483167724025,0.31854906432887115,161890
7,코스맥스,2023,Q1,생활소비재,0.0021474449505059917,-0.08337411073888668,0.06975631767802004,0.10864171751209395,0.08292809196943884,0.0759306769902719,0.40067074506423156,192820
