,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,자본총계 변화율,Label,Code
19,하이트진로,2020,Q1,생활소비재,0.30181752030032916,-0.20454187036744997,-0.0040397637721094615,0.19048503638213998,0.4836941840483133,-0.01862665461250268,-0.0446657728861653,000080
19,CJ,2020,Q1,생활소비재,0.12774314746819232,-0.20454187036744997,-0.005106075742739247,0.5808348739613105,1.2247649084124022,-0.0065111253775759215,-0.1269689384985466,001040
19,대상,2020,Q1,생활소비재,0.6107140407435353,-0.20454187036744997,-0.007423344569721491,0.15227463626557491,0.19444120830817746,0.027597976341247943,-0.27923538404857423,001680
19,오리온,2020,Q1,생활소비재,0.17173407717340772,-0.20454187036744997,-8.383369734199508e-05,0.5083845892012593,1.3204782187406257,-0.006218952959116009,-0.3138914687046589,001800
19,아모레G,2020,Q1,생활소비재,-0.0450300553801985,-0.20454187036744997,0.11128301145170716,0.5407198725169926,1.6594985961747404,0.0023030175397245056,-0.1954920218115641,002790
19,남양유업,2020,Q1,생활소비재,-0.003714744304484721,-0.20454187036744997,-0.0006557713661673459,0.0004712806678908166,-0.0041837871392857995,-0.016817128036192286,-0.30531429207768973,003920
19,농심,2020,Q1,생활소비재,0.10675410669059096,-0.20454187036744997,0.02490037701766301,0.09627308854702088,0.10806138221948403,0.008396744858928162,-0.11604480348318336,004370
19,빙그레,2020,Q1,생활소비재,0.43685215692563384,-0.20454187036744997,0.023122313240184766,0.27247561795046416,0.28851160869354664,-0.019394360713471892,-0.3558246598915814,005180
19,롯데칠성,2020,Q1,생활소비재,0.13431404844903122,-0.20454187036744997,0.0002501746745029454,-0.02423138123429025,0.21766687716830502,-0.027673431846842234,-0.3106751524525341,005300
19,현대그린푸드,2020,Q1,생활소비재,0.10751479180874793,-0.20454187036744997,-0.07316340625510998,-0.06944700190081299,-0.07226157045884685,-0.05071053675799542,-0.24762132839533246,005440
19,삼립식품,2020,Q1,생활소비재,0.10903566447499505,-0.20454187036744997,0.0006954747215528467,0.02247156033085207,0.22225501212778442,-0.015254518747779389,-0.3618402881216224,005610
19,크라운제과,2020,Q1,생활소비재,0.31164518828451887,-0.20454187036744997,-0.0005719519376384818,0.01964120361802668,0.014200614249801902,0.008247784683496073,-0.3335905535503235,005740
19,GS리테일,2020,Q1,생활소비재,0.34614867405362665,-0.20454187036744997,-0.01324388461178283,0.005654122222764846,0.03789332672784429,0.010397467909291969,-0.45561649556391937,007070
19,오뚜기,2020,Q1,생활소비재,0.03994161298657736,-0.20454187036744997,0.026543995268713427,0.2669968189485279,0.26475906047070064,0.01556134169287926,-0.14873510765277545,007310
19,한국전력,2020,Q1,생활소비재,0.16185071314639732,-0.20454187036744997,0.00617708472008438,0.011274212892219637,-0.07612731568591313,-0.005942391641089784,-0.34533225014544033,015760
19,KT&G,2020,Q1,생활소비재,-0.13369901115078148,-0.20454187036744997,0.005586050471261483,0.38076478397002633,0.4036822835004572,-0.043900722735950914,-0.12932151669284642,033780
19,무학,2020,Q1,생활소비재,0.40107723248341387,-0.20454187036744997,-0.08342517425880391,-0.11310360631233685,-0.1102638936647865,-0.10291978174980154,-0.38563195529230704,033920
19,한국가스공사,2020,Q1,생활소비재,0.23110389475218057,-0.20454187036744997,-0.0075166641727665295,-0.006072708104925217,-0.09179297466131953,0.04276609493843675,-0.2847226055874563,036460
19,팜스코,2020,Q1,생활소비재,0.7664491329259047,-0.20454187036744997,-0.023701581083801826,0.038309006148701696,0.03589597224658059,-0.027086748975308605,-0.14744586612909205,036580
19,동원F&B,2020,Q1,생활소비재,0.22822744890011745,-0.20454187036744997,0.06426397265163009,0.01729833074486753,0.02233227308957786,0.014428732246130949,-0.3920448019939634,049770
19,LG생활건강,2020,Q1,생활소비재,0.24265827239666837,-0.20454187036744997,0.02882077308649378,0.07398602856260639,0.07643514032809762,0.006164810782124608,-0.19484384965703985,051900
19,에이블씨엔씨,2020,Q1,생활소비재,0.18765802250911778,-0.20454187036744997,-0.02163489456964307,-0.07473200648980749,-0.05765202644024481,-0.019698931811880982,-0.4017103029593384,078520
19,아모레퍼시픽,2020,Q1,생활소비재,-0.05371070295415184,-0.20454187036744997,0.0030455811653329334,-0.09455881798320587,-0.10308368664781187,0.008478027610653305,-0.1978963527095429,090430
19,CJ제일제당,2020,Q1,생활소비재,0.37294419818550895,-0.20454187036744997,0.005596670422304495,-0.14066874194705947,-0.16840744634212967,0.07324376927426623,0.06065065583746565,097950
19,락앤락,2020,Q1,생활소비재,0.18625294386618746,-0.20454187036744997,0.0006865322254110406,-0.06695400523196571,-0.12792181900835287,-0.0074617674391092015,-0.19384377272804532,115390
19,이마트,2020,Q1,생활소비재,-0.024471884886212852,-0.20454187036744997,-0.03570262343088482,-0.04153645178314491,-0.05815197040933007,-0.0269425480163078,-0.18220162462543427,139480
19,삼양사,2020,Q1,생활소비재,0.2858026744213026,-0.20454187036744997,-0.01275366456235627,0.20574782771149036,0.07916788034384892,-0.005300304784115251,0.7021486315459677,145990
19,한국콜마,2020,Q1,생활소비재,0.08847361165387174,-0.20454187036744997,0.003840430396014227,0.046921728806391005,0.06502403354252828,0.01724838119271288,-0.04626839410758293,161890
19,코스맥스,2020,Q1,생활소비재,0.2093873333086102,-0.20454187036744997,0.01689656330607603,0.0872430220263185,0.11248692966698126,0.005135158739734136,-0.16843584797154068,192820
