접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20170814002469,Y,00309503,한국항공우주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170814002470,Y,00309503,한국항공우주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180814001733,Y,00309503,한국항공우주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190802000402,Y,00309503,한국항공우주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003749,Y,00309503,한국항공우주,2017년 06월 30일,한국수출입은행,"25,745,964",26.41%,"기존 최대주주인 한국산업은행이 보유주식
일부를 한국수출입은행 앞으로 현물출자",-,2019-12-31,2019,Q4
20210415000506,Y,00309503,한국항공우주,2017년 06월 30일,한국수출입은행,"25,745,964",26.41%,"기존 최대주주인 한국산업은행이 보유주식
일부를 한국수출입은행 앞으로 현물출자",-,2020-12-31,2020,Q4
20220322000955,Y,00309503,한국항공우주,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321001514,Y,00309503,한국항공우주,-,-,-,-,-,-,2022-12-31,2022,Q4
20240326000812,Y,00309503,한국항공우주,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001067,Y,00309503,한국항공우주,-,-,-,-,-,-,2024-12-31,2024,Q4
