접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003329,Y,00583424,아모레퍼시픽,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004533,Y,00583424,아모레퍼시픽,-,-,-,-,-,-,2016-12-31,2016,Q4
20180814001068,Y,00583424,아모레퍼시픽,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401002349,Y,00583424,아모레퍼시픽,-,-,-,-,-,-,2018-12-31,2018,Q4
20200429000691,Y,00583424,아모레퍼시픽,2017년 03월 30일,(주)아모레퍼시픽그룹 외 4명,"29,391,663",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2019년 12월 23일,(주)아모레퍼시픽그룹 외 5명,"29,465,882",42.69%,장내매수,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2019년 12월 30일,(주)아모레퍼시픽그룹 외 5명,"29,519,894",42.77%,장내매수,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2017년 04월 24일,(주)아모레퍼시픽그룹 외 4명,"29,388,601",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2017년 12월 11일,(주)아모레퍼시픽그룹 외 3명,"29,385,540",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2017년 12월 12일,(주)아모레퍼시픽그룹 외 3명,"29,385,040",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2017년 12월 13일,(주)아모레퍼시픽그룹 외 3명,"29,384,740",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2018년 03월 14일,(주)아모레퍼시픽그룹 외 3명,"29,384,590",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2018년 03월 15일,(주)아모레퍼시픽그룹 외 3명,"29,384,540",42.58%,장내매도,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2019년 03월 15일,(주)아모레퍼시픽그룹 외 4명,"29,384,730",42.58%,임원선임,-,2019-12-31,2019,Q4
20200429000691,Y,00583424,아모레퍼시픽,2019년 07월 01일,(주)아모레퍼시픽그룹 외 5명,"29,384,750",42.58%,계열회사 임원선임,-,2019-12-31,2019,Q4
20210311000870,Y,00583424,아모레퍼시픽,2018년 03월 14일,(주)아모레퍼시픽그룹 외 3명,"29,384,590",42.58%,장내매도,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 01월 23일,(주)아모레퍼시픽그룹 외 5명,"29,727,988",43.07%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 01월 31일,(주)아모레퍼시픽그룹 외 5명,"30,027,988",43.51%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 02월 07일,(주)아모레퍼시픽그룹 외 5명,"30,222,750",43.79%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 02월 14일,(주)아모레퍼시픽그룹 외 5명,"30,294,750",43.90%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 03월 27일,(주)아모레퍼시픽그룹 외 5명,"30,375,750",44.01%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 04월 03일,(주)아모레퍼시픽그룹 외 5명,"30,396,402",44.04%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2018년 03월 15일,(주)아모레퍼시픽그룹 외 3명,"29,384,540",42.58%,장내매도,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2019년 03월 15일,(주)아모레퍼시픽그룹 외 4명,"29,384,730",42.58%,임원선임,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2019년 07월 01일,(주)아모레퍼시픽그룹 외 5명,"29,384,750",42.58%,계열회사 임원선임,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2019년 12월 23일,(주)아모레퍼시픽그룹 외 5명,"29,465,882",42.69%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2019년 12월 30일,(주)아모레퍼시픽그룹 외 5명,"29,519,894",42.77%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 01월 03일,(주)아모레퍼시픽그룹 외 5명,"29,553,223",42.82%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 01월 09일,(주)아모레퍼시픽그룹 외 5명,"29,558,388",42.83%,장내매수,-,2020-12-31,2020,Q4
20210311000870,Y,00583424,아모레퍼시픽,2020년 01월 16일,(주)아모레퍼시픽그룹 외 5명,"29,572,688",42.85%,장내매수,-,2020-12-31,2020,Q4
20220316000772,Y,00583424,아모레퍼시픽,2019년 03월 15일,(주)아모레퍼시픽그룹 외 4명,"29,384,730",42.58%,임원선임,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 02월 07일,(주)아모레퍼시픽그룹 외 5명,"30,222,750",43.79%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 02월 14일,(주)아모레퍼시픽그룹 외 5명,"30,294,750",43.90%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 03월 27일,(주)아모레퍼시픽그룹 외 5명,"30,375,750",44.01%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 04월 03일,(주)아모레퍼시픽그룹 외 5명,"30,396,402",44.04%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2021년 09월 01일,(주)아모레퍼시픽그룹 외 5명,"30,524,230",44.21%,주식교환,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2021년 09월 02일,(주)아모레퍼시픽그룹 외 5명,"30,938,044",44.80%,합병,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2019년 07월 01일,(주)아모레퍼시픽그룹 외 5명,"29,384,750",42.58%,계열회사 임원선임,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2019년 12월 23일,(주)아모레퍼시픽그룹 외 5명,"29,465,882",42.69%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2019년 12월 30일,(주)아모레퍼시픽그룹 외 5명,"29,519,894",42.77%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 01월 03일,(주)아모레퍼시픽그룹 외 5명,"29,553,223",42.82%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 01월 09일,(주)아모레퍼시픽그룹 외 5명,"29,558,388",42.83%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 01월 16일,(주)아모레퍼시픽그룹 외 5명,"29,572,688",42.85%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 01월 23일,(주)아모레퍼시픽그룹 외 5명,"29,727,988",43.07%,장내매수,-,2021-12-31,2021,Q4
20220316000772,Y,00583424,아모레퍼시픽,2020년 01월 31일,(주)아모레퍼시픽그룹 외 5명,"30,027,988",43.51%,장내매수,-,2021-12-31,2021,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 01월 03일,(주)아모레퍼시픽그룹 외 5명,"29,553,223",42.82%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2021년 09월 01일,(주)아모레퍼시픽그룹 외 5명,"30,524,230",44.21%,주식교환,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2021년 09월 02일,(주)아모레퍼시픽그룹 외 5명,"30,938,044",44.80%,합병,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 01월 09일,(주)아모레퍼시픽그룹 외 5명,"29,558,388",42.83%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 01월 16일,(주)아모레퍼시픽그룹 외 5명,"29,572,688",42.85%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 01월 23일,(주)아모레퍼시픽그룹 외 5명,"29,727,988",43.07%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 01월 31일,(주)아모레퍼시픽그룹 외 5명,"30,027,988",43.51%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 02월 07일,(주)아모레퍼시픽그룹 외 5명,"30,222,750",43.79%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 02월 14일,(주)아모레퍼시픽그룹 외 5명,"30,294,750",43.90%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 03월 27일,(주)아모레퍼시픽그룹 외 5명,"30,375,750",44.01%,장내매수,-,2022-12-31,2022,Q4
20230309000802,Y,00583424,아모레퍼시픽,2020년 04월 03일,(주)아모레퍼시픽그룹 외 5명,"30,396,402",44.04%,장내매수,-,2022-12-31,2022,Q4
20240307000545,Y,00583424,아모레퍼시픽,2021년 09월 01일,(주)아모레퍼시픽그룹 외 5명,"30,524,230",44.21%,주식교환,-,2023-12-31,2023,Q4
20240307000545,Y,00583424,아모레퍼시픽,2021년 09월 02일,(주)아모레퍼시픽그룹 외 5명,"30,938,044",44.80%,합병,-,2023-12-31,2023,Q4
20250317000429,Y,00583424,아모레퍼시픽,2024년 05월 28일,(주)아모레퍼시픽그룹 외 9명,"29,331,206",50.15%,-,-,2024-12-31,2024,Q4
