code,name,year,quarter,sector,F_자본금 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
17670,SK텔레콤,2024,Q4,커뮤니케이션서비스,0.0,-0.9518434711789718,-0.5883081096676299,-0.3939677145457343,0.9045552535498094,-0.4325558493986664,0.9241537824586272,-0.9358240983109445,-0.9666359293487566,-0.9006340715004814,0.15493580566451026,-0.9310725072360699,0.0,0.0,-0.9520752145772049,-0.7148480116787674,0.062256375782705264,-0.6429797123458687,-0.08517500198916134,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q3,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.1480776425971261,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q2,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.08785202885842457,0.1480776425971261,017670
17670,SK텔레콤,2024,Q1,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.04163653217503588,0.08785202885842457,017670
17670,SK텔레콤,2023,Q4,커뮤니케이션서비스,0.0,-0.04573135919752358,0.05019305019305009,0.00034433761911545346,0.0003332222592469236,0.00018961383954585465,0.0003331112591604679,0.0,0.0,0.0,6.656326185164981,-0.024456601342005446,0.0,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,-0.05261054758572337,-0.04163653217503588,017670
17670,SK텔레콤,2023,Q3,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,0.13157052320142448,-0.05261054758572337,017670
17670,SK텔레콤,2023,Q2,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,-0.12633529861621448,0.13157052320142448,017670
17670,SK텔레콤,2023,Q1,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.032823120372152716,-0.12633529861621448,017670
17670,SK텔레콤,2022,Q4,커뮤니케이션서비스,0.0,-0.026265959513008252,-0.11604095563139927,1.8036324870204337,0.03441144367208593,-0.07658489306233496,-0.07661548714531041,0.0,0.0,0.0,-0.35963539335183603,0.0020677293420647835,0.0,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.05874943564335185,0.032823120372152716,017670
17670,SK텔레콤,2022,Q3,커뮤니케이션서비스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,0.01864789207147642,-0.05874943564335185,017670
