,name,sector,year,quarter,매출액변화율,비유동자산변화율,영업이익변화율,Code
33,Korea_Shell_Petroleum,Energy_&_Utilities,2016,Q2,-0.049920724972341235,-0.003334151093087545,-0.08470084590711235,002960
33,S-Oil,Energy_&_Utilities,2016,Q2,-0.22457691881391417,-0.008563127728433262,-0.3030983887890297,010950
33,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities,2016,Q2,0.14861225381579846,-0.01620396328960294,-5.530944557739515,015760
33,Korea_Electric_Terminal,Energy_&_Utilities,2016,Q2,0.005253247920785076,-0.012736291395906374,0.09314446491385464,025540
33,Korea_Gas_Corporation,Energy_&_Utilities,2016,Q2,0.5716761737470636,0.00026673119251996447,1.0330403250093085,036460
33,KEPCO_KPS,Energy_&_Utilities,2016,Q2,-0.3140886720550413,-0.01077377878575314,-0.8248015892899059,051600
33,SK_Innovation,Energy_&_Utilities,2016,Q2,0.31725526282634264,0.011230145434151795,1.140132545656281,096770
