,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,금리 변화율,매출액 변화율,법인세차감전 순이익 변화율,Label,Code
34,CJ대한통운,2016,Q2,산업재,0.01766947210532885,0.02123052910440415,0.03525586305541939,0.003068175794052719,-0.08606485539000996,0.04894826656765083,0.12889128226188062,-0.10884308667554576,000120
34,두산,2016,Q2,산업재,0.1182472760576911,0.018185832399669977,0.0006988699790237973,0.05403127463360091,-0.08606485539000996,0.31833129582735653,2.857063647560562,0.010615777412827014,000150
34,SK하이닉스,2016,Q2,정보기술,0.24876142612831736,0.0036532546348084782,-0.014396037045085741,0.013597490461988215,-0.08606485539000996,0.10478242965390483,-0.2982800500527517,0.159503652536732,000660
34,LG상사,2016,Q2,산업재,-0.09240016577767951,0.058116076750714285,0.004157638357861204,0.0010706903796626754,-0.08606485539000996,-0.06527085368019758,0.224974256511129,-0.10499041889703539,001120
34,대한항공,2016,Q2,산업재,-0.038559668537284805,0.035012638592880174,0.03843233401053747,-0.11393014736256701,-0.08606485539000996,-0.015753990114095062,1.4935258764967596,-0.028690139370241032,003490
34,LG,2016,Q2,정보기술,-0.09291841151364286,-0.00012569422252217688,-0.02604003656208409,0.0032697452834240526,-0.08606485539000996,-0.7554529317535682,-0.8868105923363178,-0.06569475201101335,003550
34,S&T중공업,2016,Q2,산업재,-0.11468788997026425,-0.007500700445564279,0.010656638782516437,-0.0017599687820859522,-0.08606485539000996,0.14906974700217135,-0.9836663806492401,-0.07835715774132139,003570
34,한솔테크닉스,2016,Q2,정보기술,-0.20771220901654622,-0.007215851552752617,0.019046185463216236,0.0026208413504673622,-0.08606485539000996,0.0435111457852464,-3.0344034777204576,-0.20891271278621495,004710
34,삼성전자,2016,Q2,정보기술,0.16571017441977415,-0.008438729249771848,-0.01564719644810897,0.001519658140393787,-0.08606485539000996,0.01903271592217015,0.10547589329544516,0.053607573533440186,005930
34,LS,2016,Q2,산업재,0.0594178923702119,0.008259044757631395,-0.0037453924567822927,0.008508711048629714,-0.08606485539000996,-0.033724436287362325,-0.1559238796807858,0.13213228635192797,006260
34,삼성SDI,2016,Q2,정보기술,0.060029098997607486,0.015398418420353721,0.042701027492344945,0.09903591843263437,-0.08606485539000996,0.10163166477221308,-0.9333146976379244,-0.20506661229947815,006400
34,대덕전자,2016,Q2,정보기술,0.013435611939242587,0.008471300436454499,-0.00841685605980258,0.014051860973777863,-0.08606485539000996,0.1262668765731696,0.4771227932971669,-0.00692040981007714,008060
34,삼성전기,2016,Q2,정보기술,0.10466947210532883,-0.052666683946229975,-0.009995149759570388,-0.00033676810749028174,-0.08606485539000996,0.032563403889338094,-1.6407124463153875,-0.18528067433332976,009150
34,LS산전,2016,Q2,산업재,-0.15865008329183045,0.0019008052801472441,-0.030464265826102732,0.0170087231937468,-0.08606485539000996,0.0695222177910706,0.11449385721783156,-0.0692098982491852,010120
34,LG이노텍,2016,Q2,정보기술,0.12340516692821714,-0.0030192747516250007,-0.015412156401723442,-0.01573904436132445,-0.08606485539000996,-0.08304809419116144,0.10299712310943754,-0.10697649706752957,011070
34,현대상선,2016,Q2,산업재,-0.4646852423165565,-0.17330705381040068,-0.135774335444238,1.7859911009042628,-0.08606485539000996,-0.1704277427168993,-1.719538384113898,0.23826805472105386,011200
34,삼성에스디에스,2016,Q2,정보기술,-0.07856648295085093,-0.030483586514598482,-0.00022765225758891727,0.009945113111391013,-0.08606485539000996,0.050117992165908065,-0.47478874110251257,-0.16251481540448273,018260
34,일진머티리얼즈,2016,Q2,정보기술,0.07825357356313102,-0.0023233818570606024,-0.006981611362292917,-0.014355595487670958,-0.08606485539000996,0.003585200293189761,0.43050098231827105,-0.278990304761328,020150
34,한국단자,2016,Q2,산업재,-0.11560638996363667,0.012736291395906374,0.020985023926380242,0.026100560687454477,-0.08606485539000996,-0.005253247920785076,0.010648772695547981,-0.1124331605324087,025540
34,신도리코,2016,Q2,정보기술,0.03321001264586938,0.01972749240630023,-0.004413836954454298,0.007125359188304925,-0.08606485539000996,-0.10955022582340401,-0.3036848974117655,0.052313075151563165,029530
34,LG디스플레이,2016,Q2,정보기술,0.1781595304821888,0.006902518501431754,0.013495160405625262,-0.012581333211240775,-0.08606485539000996,-0.03439228231135505,-0.3229480841184458,-0.11853559606636194,034220
34,SK,2016,Q2,정보기술,-0.047060257624400886,0.0005737407023194141,-0.00696192250246086,0.00016014115346973945,-0.08606485539000996,-0.41370606937346444,-0.9708313715325342,0.019303366413699084,034730
34,한미반도체,2016,Q2,정보기술,-0.1682479590873317,-0.1346066756595855,-0.04693144916941283,-0.04386706514098404,-0.08606485539000996,-0.16678716063472798,-0.493248087431595,-0.057284077974767214,042700
34,대우인터내셔널,2016,Q2,산업재,-0.12234048035172608,-0.005672456441746854,-0.05287647333989942,0.018115754562503028,-0.08606485539000996,-0.03612454308294133,-0.5403698202737675,0.08085533832688312,047050
34,한국항공우주,2016,Q2,산업재,0.18112626222878564,0.0065111409566311895,0.025984182683759238,0.056520260457911364,-0.08606485539000996,0.12771550601960335,0.230921436025316,-0.12054811873481577,047810
34,한전KPS,2016,Q2,산업재,-0.1052709072984652,0.01077377878575314,-0.011750897003772187,0.03284239863528726,-0.08606485539000996,0.3140886720550413,0.700760056110098,-0.198087937934127,051600
34,LG전자,2016,Q2,정보기술,-0.09335283272738491,0.010986032816366231,0.0012227572381966478,0.02249280714430535,-0.08606485539000996,0.07134752111206888,11.253174388761312,-0.11748908641648959,066570
34,현대글로비스,2016,Q2,산업재,-0.15896171828104827,0.01306518272113899,-0.020161978122935298,0.023805870619642455,-0.08606485539000996,0.004404434555041803,-0.5413284210391152,-0.045976701927484785,086280
