,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
27,Kyungbang,유통,2017,Q4,-0.1082178461538461,-0.007085829103448571,-0.006914499972223487,0.0267857142857143,0.023583906836809665,0.08092531551193216,-0.378048667541353,0.08092531551193205,0.0,-0.378048667541353,-0.010737962588315816,000050
27,Hite_Jinro,음식료·담배,2017,Q4,0.1289338308026031,0.05718061831079546,0.013233501701021555,0.0267857142857143,0.023583906836809665,-0.14184770915773992,-0.10722364133772166,0.08082421833257347,0.08082421833257358,-0.10722364133772122,-0.09438815270238425,000080
27,Yuhan_Corporation,제약,2017,Q4,-0.1708705980294475,-0.013979990716814994,-0.03428962798833757,0.0267857142857143,0.023583906836809665,0.5778076514974979,-0.1335569284197593,0.08089874040761347,0.08089874040761369,0.48896407006059905,0.10151199608253887,000100
27,CJ_Logistics,운송·창고,2017,Q4,-0.1112375537190082,0.08068349518130158,0.0027923349158969213,0.0267857142857143,0.023583906836809665,-0.9700423839819992,0.0,0.08068349518130169,0.08068349518130158,0.0,-0.15446884943846872,000120
27,Doosan_Corp,기타금융,2017,Q4,0.18121528312353324,0.01332018595875295,-0.023541949106684612,0.0267857142857143,0.023583906836809665,-0.35270806052869874,-0.3576240588257311,0.08083139201628253,0.08083139201628242,0.8582049634498794,-0.2064624195618241,000150
27,DL_Holdings,화학,2017,Q4,-0.11608341002438625,0.03503274311522209,0.038329865379850836,0.0267857142857143,0.023583906836809665,0.07900869385887643,0.07900869474923888,0.08057928442448814,0.07969184282132735,0.079008694749239,0.01926660242157504,000210
27,Ildong_Pharmaceutical,제약,2017,Q4,-0.19459813782153057,0.017448165318753928,0.0064373906126368174,0.0267857142857143,0.023583906836809665,-0.06100423396211774,-1.1886942099399458,0.08093434965364776,0.08093434965364787,-1.0586989736159933,0.052540524263906235,000230
27,Hankook_Tire_Worldwide,기타금융,2017,Q4,-0.014347105022830991,-0.011315764406915507,-0.004005252339502885,0.0267857142857143,0.023583906836809665,-1.398631355768666,0.08087376351754505,0.08087376351754516,0.08087376351754505,-1.4719071646383348,-0.13370780017532277,000240
28,Chosun_Refractories,비금속,2017,Q4,-0.035475371237458135,0.03240712164204507,0.021686761534230548,0.0267857142857143,0.023583906836809665,0.42251328870896865,-0.16103491480057364,0.08093247545489957,0.08093247545489968,0.12382551247368334,-0.014170456867492017,000480
27,Dong-A_Socio_Holdings,기타금융,2017,Q4,-0.11538503321033204,0.0030348315058779107,0.0008382263435994242,0.0267857142857143,0.023583906836809665,0.08092926325402283,-0.2933579163269546,0.08092926325402316,0.08092926325402305,-2.402629858578136,0.05150270131209912,000640
