,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
33,Kyungbang,유통,2016,Q2,0.020586711241119927,-0.01864300434932642,-0.018270173519452593,0.044642857142857095,0.03230381641886115,-0.008469301096088344,-0.008469301096088122,-0.008469301096088344,0.0,-0.008469301096088344,-0.11368872612632375,000050
33,Hite_Jinro,음식료·담배,2016,Q2,0.2129300588806049,-0.03565536001713587,-0.00842012655509694,0.044642857142857095,0.03230381641886115,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.14231013652254332,000080
33,Yuhan_Corporation,제약,2016,Q2,-0.0110160541859021,-0.00778925058490243,-0.017805223649448365,0.044642857142857095,0.03230381641886115,-0.008481618465217666,-0.008481618465217666,-0.008481618465217666,-0.008481618465217666,-0.008481618465217666,0.09688910304178666,000100
33,CJ_Logistics,운송·창고,2016,Q2,-0.022122283467874784,-0.016092001789801857,-0.003068175794052719,0.044642857142857095,0.03230381641886115,-0.00853434841868439,0.0,-0.00853434841868439,-0.00853434841868439,0.0,0.14800941234963713,000120
33,Doosan_Corp,기타금융,2016,Q2,-0.0182690238505401,-0.08611326030231758,-0.05403127463360091,0.044642857142857095,0.03230381641886115,-0.008476645811802408,-0.008476645811802408,-0.008476645811802408,-0.008476645811802408,-0.008476645811802186,0.059021170163139826,000150
33,DL_Holdings,화학,2016,Q2,0.34780436460302727,-0.0034195489020401038,-0.0038308777806288496,0.044642857142857095,0.03230381641886115,-0.008738479531006371,-0.008738479392114362,-0.008499941063900396,-0.008633153515931413,-0.00873847939211414,-0.15891805249138258,000210
33,Ildong_Pharmaceutical,제약,2016,Q2,0.06352558779286917,-0.02397429260698436,1.4628016707532463,0.044642857142857095,0.03230381641886115,-0.008469787584687527,-0.008469787584687527,-0.008469787584687305,-0.008469787584687305,-0.008469787584687305,0.04195093049247461,000230
33,Hankook_Tire_Worldwide,기타금융,2016,Q2,0.2915522284824993,-0.01057716247051621,-0.004407004852980068,0.044642857142857095,0.03230381641886115,-0.00846514973814183,-0.00846514973814183,-0.008465149738142053,-0.008465149738142053,-0.008465149738142053,-0.024596940132876333,000240
34,Chosun_Refractories,비금속,2016,Q2,0.059136418843459104,-0.017820953262567274,-0.0025703412378079715,0.044642857142857095,0.03230381641886115,-0.008471175022481514,-0.008471175022481292,-0.008471175022481292,-0.008471175022481514,-0.008471175022481514,-0.11802747473988154,000480
33,Dong-A_Socio_Holdings,기타금융,2016,Q2,0.20404071717583802,0.023555580402214504,0.00779173061280547,0.044642857142857095,0.03230381641886115,-0.00847003487291298,-0.00847003487291298,-0.00847003487291298,-0.008470034872912757,-0.008470034872912757,-0.15236923210322162,000640
33,Hanwha_Corp,화학,2016,Q2,-0.11831280701512563,-0.02782782752995927,-0.02338842889808368,0.044642857142857095,0.03230381641886115,-0.00846388338057591,-0.008463883380575687,-0.008463883380575687,-0.00846388338057591,-0.008463883380575687,0.0030952417698560924,000880
33,CJ_Corp,기타금융,2016,Q2,-0.2375133813102118,-0.004545587279831453,-0.003558826977634766,0.044642857142857095,0.03230381641886115,-0.008460083114589345,-0.008460083114589123,-0.008460083114589123,-0.008460083114589123,-0.008460083114589345,0.03915629593514758,001040
33,LG_International,유통,2016,Q2,0.047661786316195,-0.0034126845813029494,-0.0010706903796626754,0.044642857142857095,0.03230381641886115,-0.008473523131106164,0.0,-0.008473523131106164,-0.008473523131106164,0.0,0.05758012684537369,001120
33,Dongkuk_Steel,기타금융,2016,Q2,0.1851933265937307,-0.04188323662417992,-0.01762110383677684,0.044642857142857095,0.03230381641886115,-0.008719993774837231,-0.008487424180388281,-0.008560006568389067,-0.008277639896615785,-0.007615638148611215,0.17844715719719292,001230
33,Daesang,음식료·담배,2016,Q2,-0.1280324838053197,-0.037867127047358284,-0.02434976139185352,0.044642857142857095,0.03230381641886115,0.0,0.0,-0.008475026130010388,-0.008475026130010388,-0.008475026130010388,-0.04917330347607171,001680
33,SK_Networks,유통,2016,Q2,0.13411121214856095,-0.009122763249600041,-0.0033689484031234063,0.044642857142857095,0.03230381641886115,-0.009784124568856578,0.0,0.0,-0.008938150911479426,0.0,-0.07173560236105261,001740
33,Orion_Corp,기타금융,2016,Q2,-0.2326318191442512,-0.0011200660028105602,-0.0010344717346546517,0.044642857142857095,0.03230381641886115,-0.008469518940970922,-0.008469518940970922,-0.008469518940970922,0.0,-0.008469518940970922,0.02540226547542347,001800
33,Nexen_Tire,화학,2016,Q2,0.16034181328193625,-0.05000630495509384,-0.045710090038443285,0.044642857142857095,0.03230381641886115,-0.008472640642686269,-0.008472640642686269,-0.008472640642686269,0.0,-0.008472640642686269,-0.08687935596289678,002350
33,KCC,화학,2016,Q2,-0.012778207346378025,-0.011500376657158862,0.038181076762604294,0.044642857142857095,0.03230381641886115,-0.008206094788412388,0.0,-0.008206094788412388,-0.008206094788412388,-0.008206094788412388,-0.07722562305771277,002380
33,AmoreG,화학,2016,Q2,-0.027406447035313072,0.0004412610287386487,0.00023851968615817842,0.044642857142857095,0.03230381641886115,-0.008465079031590328,-0.008465079031590106,-0.008465079031590328,-0.008465079031590328,-0.008465079031590328,0.14925878309111432,002790
33,Korea_Shell_Petroleum,화학,2016,Q2,0.016064972110685142,-0.10224508292317336,-0.0927875985416271,0.044642857142857095,0.03230381641886115,0.0,0.0,-0.008471233927458854,0.0,0.0,-0.1024208257330319,002960
33,Bukwang_Pharmaceutical,제약,2016,Q2,0.10312801741981986,-0.02391376667468781,-0.023437684622347854,0.044642857142857095,0.03230381641886115,-0.008470946910455579,-0.008470946910455579,-0.008470946910455579,-0.008470946910455357,-0.008470946910455357,0.20353367848398757,003000
33,SeAH_Steel,기타금융,2016,Q2,0.2593806477227066,-0.00981245979292189,-0.004577025727339201,0.044642857142857095,0.03230381641886115,-0.008469152940033808,0.0,-0.008469152940033808,-0.008469152940033808,-0.008469152940033808,-0.010001199554671679,003030
33,Ilshin_Spinning,섬유·의류,2016,Q2,-0.092348353693945,-0.008546907485390554,-0.007656778413778653,0.044642857142857095,0.03230381641886115,-0.008470710836601558,0.0,-0.00847071083660178,-0.008470710836601558,-0.008470710836601558,-0.1354751611530852,003200
33,Taekwang_Industrial,화학,2016,Q2,-0.1647045689073031,-0.0013466434853635079,-0.0010906252283715556,0.044642857142857095,0.03230381641886115,-0.008470184122483682,0.0,-0.008470184122483904,-0.008470184122483904,0.0,-0.06773512508787338,003240
