,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
32,Kyungbang,유통,2016,Q3,-0.11368872612632375,-0.00903987694195707,-0.008862514659250254,-0.08411214953271018,0.036025820210948356,0.05061484350099399,0.05061484350099399,0.05061484350099399,0.0,0.05061484350099399,0.08081360102361555,000050
32,Hite_Jinro,음식료·담배,2016,Q3,-0.14231013652254332,-0.019400058661172448,-0.005556238667820068,-0.08411214953271018,0.036025820210948356,0.050579598600738684,0.050579598600738684,0.050579598600738684,0.050579598600738684,0.050579598600738795,-0.10763656400908422,000080
32,Yuhan_Corporation,제약,2016,Q3,0.09688910304178666,-0.003568665312222441,-0.003555642609184062,-0.08411214953271018,0.036025820210948356,0.0506067201693855,0.0506067201693855,0.05060672016938539,0.05060672016938539,0.0506067201693855,-0.13827613252873197,000100
32,CJ_Logistics,운송·창고,2016,Q3,0.14800941234963713,0.007144887432057989,0.0013417905563494203,-0.08411214953271018,0.036025820210948356,0.0504508722152317,0.0,0.05045087221523148,0.05045087221523159,0.0,-0.04882562696519983,000120
32,Doosan_Corp,기타금융,2016,Q3,0.059021170163139826,-0.000374231524571389,-0.0005238329058327995,-0.08411214953271018,0.036025820210948356,0.05054759155986421,0.050547591559864324,0.050547591559864324,0.05054759155986421,0.0505475915598641,0.027905374941138525,000150
32,DL_Holdings,화학,2016,Q3,-0.15891805249138258,-0.0052486077034687995,0.003430410789346916,-0.08411214953271018,0.036025820210948356,0.060485637088166344,0.06048563215757652,0.052015653867809375,0.05674623283922897,0.06048563215757652,0.0367872129596169,000210
32,Ildong_Pharmaceutical,제약,2016,Q3,0.04195093049247461,-0.912555447455933,1.6630847061783114,-0.08411214953271018,0.036025820210948356,0.05063173959444789,0.050631739594448,0.05063173959444789,0.05063173959444778,0.05063173959444778,-0.14537796027546923,000230
32,Hankook_Tire_Worldwide,기타금융,2016,Q3,-0.024596940132876333,-0.012383283120454225,-0.004930422161882664,-0.08411214953271018,0.036025820210948356,0.05058879239758296,0.05058879239758296,0.05058879239758296,0.05058879239758296,0.05058879239758307,-0.026597636931977236,000240
33,Chosun_Refractories,비금속,2016,Q3,-0.11802747473988154,-0.011783632523946874,-0.027107261458705345,-0.08411214953271018,0.036025820210948356,0.05061968268138062,0.05061968268138051,0.05061968268138062,0.05061968268138062,0.05061968268138062,0.03177562090774402,000480
32,Dong-A_Socio_Holdings,기타금융,2016,Q3,-0.15236923210322162,0.01668877413615788,0.0170595982881121,-0.08411214953271018,0.036025820210948356,0.05061992602397425,0.05061992602397425,0.05061992602397425,0.05061992602397414,0.05061992602397436,-0.019812177021517323,000640
