,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
34,Kyungbang,유통,2016,Q1,0.0,-0.0024326694381291425,-0.0023847286855336325,-0.05660377358490565,-0.038799175276764686,0.024374235798549693,0.38831206563768916,0.02437423579854947,0.0,0.38831206563768916,0.020586711241119927,000050
34,Hite_Jinro,음식료·담배,2016,Q1,0.0,0.14283658413234124,0.03751719158153222,-0.05660377358490565,-0.038799175276764686,0.2616774953413381,0.23858936073154802,0.024394659107364935,0.024394659107364824,0.23858936073154768,0.2129300588806049,000080
34,Yuhan_Corporation,제약,2016,Q1,0.0,-0.02829693175160508,-0.02713517247423569,-0.05660377358490565,-0.038799175276764686,-0.8384910197556761,0.024374925430711736,0.024374925430711625,0.024374925430711736,0.024374925430711736,-0.0110160541859021,000100
34,CJ_Logistics,운송·창고,2016,Q1,0.0,-0.032836344014832264,-0.00597502232349556,-0.05660377358490565,-0.038799175276764686,0.5721577526366626,0.0,0.02444062383206813,0.024440623832068242,0.0,-0.022122283467874784,000120
34,Doosan_Corp,기타금융,2016,Q1,0.0,0.034903971255490496,0.04038805728976935,-0.05660377358490565,-0.038799175276764686,0.5371633012832047,0.3416365004642553,0.02429839374672582,0.02429839374672582,0.12311860534066943,-0.0182690238505401,000150
34,DL_Holdings,화학,2016,Q1,0.0,-0.011133375325857564,-0.008305482749604742,-0.05660377358490565,-0.038799175276764686,0.017925587108038377,0.01792559025092022,0.023293785143701284,0.0203031582176747,0.017925590250919998,0.34780436460302727,000210
34,Ildong_Pharmaceutical,제약,2016,Q1,0.0,0.00220764554413333,0.004075659150092337,-0.05660377358490565,-0.038799175276764686,0.7664375893171886,0.6148747912421315,0.024377115635625946,0.024377115635626168,0.6302239460375239,0.06352558779286917,000230
34,Hankook_Tire_Worldwide,기타금융,2016,Q1,0.0,0.34336416110640067,0.1563955806060202,-0.05660377358490565,-0.038799175276764686,0.6485549925036258,0.024487321864888112,0.024487321864888223,0.024487321864888112,0.6589734142898569,0.2915522284824993,000240
35,Chosun_Refractories,비금속,2016,Q1,0.0,0.0496423098777965,0.003391562969129236,-0.05660377358490565,-0.038799175276764686,0.024377357473611583,0.27400051192435704,0.024377357473611472,0.024377357473611583,0.03796473672392031,0.059136418843459104,000480
34,Dong-A_Socio_Holdings,기타금융,2016,Q1,0.0,-0.03614898643743025,-0.06181377176593661,-0.05660377358490565,-0.038799175276764686,0.024373875088911312,0.26589950025773246,0.0243738750889112,0.0243738750889112,0.816135830432095,0.20404071717583802,000640
