,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
21,Kyungbang,유통,2019,Q2,-0.11497388301888456,-0.008393017649772627,-0.0052891828910452965,-0.017241379310344973,-0.03709163042178587,-0.05878590092571456,-0.05878590092571456,-0.05878590092571456,0.0,-0.05878590092571456,0.03792202610225473,000050
21,Hite_Jinro,음식료·담배,2019,Q2,0.06796716946478015,0.0878920854988211,0.027395834543206488,-0.017241379310344973,-0.03709163042178587,-0.058731052360248226,-0.058731052360248226,-0.058731052360248226,-0.058731052360248226,-0.058731052360248226,0.09735458226109642,000080
21,Yuhan_Corporation,제약,2019,Q2,0.11530193030160116,-0.0029161451368397984,0.0019108378606543797,-0.017241379310344973,-0.03709163042178587,-0.058750105083082316,-0.058750105083082316,-0.058750105083082316,-0.058750105083082316,-0.058750105083082316,0.026310996372444082,000100
21,CJ_Logistics,운송·창고,2019,Q2,-0.05286965214188821,-0.012994166420410957,-0.001864550295372025,-0.017241379310344973,-0.03709163042178587,-0.05866884554316054,0.0,-0.058668845543160764,-0.05866884554316054,0.0,-0.1913422176873937,000120
21,Doosan_Corp,기타금융,2019,Q2,-0.21936302338622432,-0.0029833352975170424,-0.001755437267149329,-0.017241379310344973,-0.03709163042178587,-0.05874194499650698,-0.05874194499650698,-0.05874194499650698,-0.05874194499650698,-0.0587419449965072,0.09328769911642998,000150
21,DL_Holdings,화학,2019,Q2,-0.09540628087893688,-0.011620136696281147,-0.011124217700643202,-0.017241379310344973,-0.03709163042178587,-0.0961612354852972,-0.09616121765984653,-0.06448351110286898,-0.0824402414804477,-0.09616121765984653,0.19870841258541624,000210
21,Ildong_Pharmaceutical,제약,2019,Q2,-0.11037221640146783,-0.0025224600783222417,0.0006914995487629083,-0.017241379310344973,-0.03709163042178587,-0.058795007339477845,-0.05879500733947762,-0.05879500733947762,-0.05879500733947762,-0.05879500733947762,0.027530966707195258,000230
21,Hankook_Tire_Worldwide,기타금융,2019,Q2,-0.1131106159973099,-0.009973326396796711,-0.004296346281931873,-0.017241379310344973,-0.03709163042178587,-0.05875867187908357,-0.05875867187908357,-0.058758671879083346,-0.05875867187908357,-0.05875867187908357,0.09911520612313221,000240
22,Chosun_Refractories,비금속,2019,Q2,-0.054676881057550863,-0.011623553875868664,-0.005497602655796907,-0.017241379310344973,-0.03709163042178587,-0.058792549621515366,-0.05879254962151581,-0.05879254962151559,-0.05879254962151559,-0.05879254962151559,0.04070817428229012,000480
21,Dong-A_Socio_Holdings,기타금융,2019,Q2,-0.08689464098615415,0.020760971021741126,0.014186564438781302,-0.017241379310344973,-0.03709163042178587,-0.05879032112425553,-0.05879032112425575,-0.05879032112425575,-0.05879032112425575,-0.05879032112425553,-0.06115451616735684,000640
