,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
25,Kyungbang,유통,2018,Q2,0.04130716261582614,-0.011539215454290153,-0.00904435133433723,-0.009009009009008917,-0.007779076758894776,-0.02262818092464136,-0.02262818092464136,-0.02262818092464114,0.0,-0.02262818092464136,0.03967232855875262,000050
25,Hite_Jinro,음식료·담배,2018,Q2,-0.036254670906736695,-0.037824002600140405,-0.007179471377986468,-0.009009009009008917,-0.007779076758894776,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.07041875485447845,000080
25,Yuhan_Corporation,제약,2018,Q2,0.04787317080634118,-0.012613736892784777,-0.014769178896622881,-0.009009009009008917,-0.007779076758894776,-0.022630764089770494,-0.022630764089770494,-0.022630764089770716,-0.022630764089770494,-0.022630764089770716,0.03914035069613461,000100
25,CJ_Logistics,운송·창고,2018,Q2,0.012786390667204349,-0.02264543834188726,-0.0023326808527597276,-0.009009009009008917,-0.007779076758894776,-0.02264543834188726,0.0,-0.02264543834188726,-0.02264543834188726,0.0,0.2633830041647351,000120
25,Doosan_Corp,기타금융,2018,Q2,-0.035721044488613636,-0.002312005922072702,0.003976187043333468,-0.009009009009008917,-0.007779076758894776,-0.02275518508024188,-0.022755185080241658,-0.02275518508024188,-0.022755185080241658,-0.02275518508024188,0.03152433882393654,000150
25,DL_Holdings,화학,2018,Q2,-0.054083825799083475,-0.023281696970536947,-0.02398927211314983,-0.009009009009008917,-0.007779076758894776,-0.03281362991789072,-0.032813625030962745,-0.02418078863335338,-0.029061699276137887,-0.032813625030962745,0.08279547369027626,000210
25,Ildong_Pharmaceutical,제약,2018,Q2,0.020977954684127886,-0.009487290026072293,-0.004335520566391304,-0.009009009009008917,-0.007779076758894776,-0.022630906641250892,-0.022630906641251114,-0.022630906641251114,-0.022630906641251114,-0.022630906641250892,-0.009704254846117456,000230
25,Hankook_Tire_Worldwide,기타금융,2018,Q2,0.01571765120288519,-0.0083842744432443,-0.0034281492033783056,-0.009009009009008917,-0.007779076758894776,-0.02261628143269978,-0.02261628143269978,-0.02261628143269978,-0.02261628143269978,-0.02261628143269978,-0.0011039006321107159,000240
26,Chosun_Refractories,비금속,2018,Q2,0.007732274442960117,-0.02204330764303153,-0.024421879139036262,-0.009009009009008917,-0.007779076758894776,-0.022629914986699307,-0.02262991498669953,-0.022629914986699307,-0.022629914986699307,-0.022629914986699307,0.0765148803062925,000480
25,Dong-A_Socio_Holdings,기타금융,2018,Q2,0.08882620383446413,-0.010359961052427868,-0.006970540011985937,-0.009009009009008917,-0.007779076758894776,-0.022629038300305826,-0.022629038300306048,-0.022629038300306048,-0.022629038300306048,-0.022629038300306048,-0.18182312355467703,000640
