,name,sector,year,quarter,Relative Return,이익잉여금변화율,자본총계변화율,매출액변화율,비유동자산변화율,영업이익변화율,Label,Code
15,Hite_Jinro,Consumer_Goods_&_Retail,2020,Q4,-0.2673010092459902,0.10302111760401089,0.030624713227711653,0.17501687502731245,0.029046319094423012,0.608974075483051,-0.3857845769560666,000080
15,Yuhan_Corporation,Healthcare,2020,Q4,0.1609598366697684,-0.0024466939944400856,0.00622457358967532,-0.05501863066047319,-0.02872094186754226,-0.7358387096432384,-0.036603733674933026,000100
15,Ildong_Pharmaceutical,Healthcare,2020,Q4,-0.08641149389845251,-0.595203079450001,-0.10782742825011304,-0.08519496917828495,-0.07899751718152892,0.28172742798894734,0.23848673988851743,000230
15,Daesang,Consumer_Goods_&_Retail,2020,Q4,-0.1006749159388557,0.01935828128277406,0.023887300624633845,0.1280731435308854,0.07037721716410617,1.0222525147859056,-0.26669930910589,001680
15,AmoreG,Consumer_Goods_&_Retail,2020,Q4,-0.12472449646942785,0.03755802216495441,0.023125240237849676,-0.0,0.03888027979852082,-0.434781299262347,-0.1205476429509175,002790
15,Bukwang_Pharmaceutical,Healthcare,2020,Q4,-0.2550501603093831,0.016485295435521685,0.01650199429962551,-0.25070447724766365,-0.1426647926078477,-9.479924827386167,-0.19312211219701458,003000
15,Taekwang_Industrial,Industrials_&_Machinery,2020,Q4,-0.15894390694915778,0.016066303209106625,0.015705292654195402,0.015659975616812205,8.158998564145037e-05,8.097023339183876,-0.02298713418922968,003240
15,Youngjin_Pharmaceutical,Healthcare,2020,Q4,0.37362533851407054,0.22794224394349294,0.031029783972061686,-0.014849455485390184,0.011348213510343874,-4.380484202865812,-0.29776639804660526,003520
16,S&T_Heavy_Industries,Industrials_&_Machinery,2020,Q4,-0.07525476688777402,-0.0021975312140296577,0.0060881150019114205,-0.9088846694335149,-0.05357303089997845,12.131451910746186,-0.10680298068383676,003570
15,Shinsegae,Consumer_Goods_&_Retail,2020,Q4,-0.14012652994631813,0.007435051425184858,-0.010627534638731007,-0.12995697217382407,0.018379053976537274,-1.1898609668170055,-0.130134782154425,004170
15,Chokwang_Leather,Consumer_Goods_&_Retail,2020,Q4,-0.17530823857307148,-0.009986543487436883,-0.032626384904517414,-0.0041911806938199625,-0.042672100177429506,-0.1476556058329508,-0.06403465196150276,004700
15,Hyosung,Industrials_&_Machinery,2020,Q4,0.06568196211547991,-0.003880169281304857,0.0019274003929848904,-0.4406990575778533,-0.013651373256058585,-1.5108369321312973,-0.22196053620274617,004800
15,Samkwang_Glass,Industrials_&_Machinery,2020,Q4,0.4242000511577487,0.533081475558923,-2.1085400664929685,3.066383049928563,-3.75630529318586,22.382858662764157,-0.3651481511383822,005090
15,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2020,Q4,-0.21499254766479128,0.030276882367736957,-0.06185155531640851,0.22219245468301663,-0.024761963256968667,0.8813809025208629,-0.06488591337614444,005300
15,SL_Corp,Consumer_Goods_&_Retail,2020,Q4,0.0,-0.030035126582321325,-0.017946999009432307,-0.23515922579590698,-0.012552197605741,0.3363964033169706,-0.12478942449916777,005850
15,SK_Chemicals,Healthcare,2020,Q4,0.5349841495544102,-0.0047927722432381525,-0.007073255079756091,-0.0,0.01820701270253766,-1.1778442353819658,-0.23063110568383677,006120
15,GC_Biopharma,Healthcare,2020,Q4,0.38856402301797244,0.013256163149230171,0.007734591581168848,0.022720005859362846,0.013112800471267949,1.442192343448381,0.5675254954397587,006280
15,GS_Retail,Consumer_Goods_&_Retail,2020,Q4,-0.17770045536491486,-0.006679638764601981,-0.008794453851313166,0.08586604776142825,-0.002754084371635379,0.6073811337704382,-0.219546132537156,007070
15,Ilyang_Pharmaceutical,Healthcare,2020,Q4,0.13868495489561533,0.3539888734115816,0.012571612133073007,0.30404889855521977,0.008394377837637856,0.9287126840226883,-0.4284782404445421,007570
15,Hanssem,Consumer_Goods_&_Retail,2020,Q4,0.1038266807959497,0.011376490114856974,0.013717148960349368,-0.11503997843604763,0.05911086324248804,-0.3173558960566125,-0.28055809166514517,009240
15,Kwang_Dong_Pharmaceutical,Healthcare,2020,Q4,0.285682076102723,-0.009829771468710558,-0.005810748460341797,0.09905927188672847,0.04700656707418138,0.37191982539192814,-0.213405418311128,009290
15,Hyundai_Heavy_Industries,Industrials_&_Machinery,2020,Q4,-0.15433531226156325,0.024855373689161242,0.03292630765971638,0.048441764404146825,0.028741567108844235,0.6470215160997186,0.042207591920953635,009540
15,LS_Electric,Industrials_&_Machinery,2020,Q4,0.07915784197188516,-0.041148001096240394,-0.03747949414825413,-0.14625484740675465,-0.012776596460286616,-0.8656287765254911,-0.16738358841267958,010120
15,Samsung_Heavy Industries,Industrials_&_Machinery,2020,Q4,-0.2133420800322954,1.3831974608535176,0.15915120766780888,0.005673608196276603,0.0213328763427727,-69.68661041230406,0.06387995296427457,010140
15,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2020,Q4,-0.1501841852954533,0.04439021564193946,0.011917799637408799,-0.0426376437813305,-0.07974835493476173,4.816427859737656,0.3348461953111881,010620
16,Hyundai_WIA,Industrials_&_Machinery,2020,Q4,0.044599121285606086,0.02757517604567461,0.022732576549114314,-0.09845878146074849,-0.0065870262669127655,1.1618717812111525,0.04135008363655157,011210
15,Hanwha_Aerospace,Industrials_&_Machinery,2020,Q4,-0.06470584226163299,-0.019333717757846758,-0.017391306481808977,-0.19583877640802738,-0.011037805610154994,6.725578716452479,-0.14609086957167877,012450
15,S-1_Corporation,Financials,2020,Q4,-0.07084506647035317,-0.022742689421773488,-0.021811257431990194,-0.06805699666797582,-0.005157043786133686,-0.1708053659293154,-0.292380892857503,012750
15,Dongwon_Systems,Industrials_&_Machinery,2020,Q4,0.015963411183896728,-0.04040990789890353,-0.015969850458499968,0.0750834246781037,-0.02592428821106285,0.11307211509568771,0.26519445401765573,014820
15,UNID,Consumer_Goods_&_Retail,2020,Q4,-0.04245402688842256,-0.005350834861782561,0.011641991969464027,0.06026111104801657,0.007360011363233165,0.778617891583447,-0.18384514763569404,014830
15,SK_Telecom,Telecommunications_&_Media,2020,Q4,0.016526614780203966,-0.001323383779075371,0.013979105961002602,-0.0009137488425110529,-0.046756997727463334,0.12598034574820594,-0.2613647183038775,017670
15,Hyundai_Elevator,Industrials_&_Machinery,2020,Q4,-0.2100510789651639,0.01828498866400996,-0.01941067705757149,-0.10066755909254765,-0.03983437799211176,-0.2249335855327501,-0.2671686680279764,017800
15,Coway,Consumer_Goods_&_Retail,2020,Q4,0.0037774823591604084,-0.021550501665737132,-0.01888877275405787,-0.040103806034350375,-0.019061376482165437,0.36838650637457604,-0.3618734086395018,021240
15,Lotte_Shopping,Consumer_Goods_&_Retail,2020,Q4,-0.11788604864949057,0.04953906174312572,0.053818108565292455,0.08924436725190388,0.06185999680465082,-1.7072180192985105,0.032114570416792165,023530
15,Samsung_Engineering,Industrials_&_Machinery,2020,Q4,-0.2318168383566778,-0.49723441938669866,-0.08997948928730737,-0.049522740189647196,-0.05709908364942318,0.2926991870476823,-0.0012694350677230348,028050
16,Sindoh,Consumer_Goods_&_Retail,2020,Q4,-0.21627365138491939,0.0036009647036451264,0.0011800232351288908,-0.12240465388627886,-0.010108323749784764,-25.404829522828575,-0.04437896037491226,029530
16,Cheil_Worldwide,Consumer_Goods_&_Retail,2020,Q4,0.16900686461848816,-0.07299878269505466,-0.08751362380338445,-0.046614108852829794,-0.04905118185682733,-0.38855740543086137,-0.2854954924762896,030000
15,KT_Corp,Telecommunications_&_Media,2020,Q4,-0.11851903515896559,0.0013562130577288167,0.007826888387675868,-0.015398191248424453,-0.03929403544720911,0.4239493624367151,-0.20915867118602016,030200
15,LG_Uplus,Telecommunications_&_Media,2020,Q4,-0.15426581794851452,0.05254782514176071,0.028765122431435364,-0.056520992198457964,-0.020537102870487045,0.31190614038075126,-0.21737059683427923,032640
15,Sejong_Industrial,Industrials_&_Machinery,2020,Q4,0.6228465223146936,-0.007628039416925025,-0.03276373943265498,-0.2607250509109664,-0.002073691399509414,1.0494839294787586,-0.2593557678459989,033530
15,KT&G,Consumer_Goods_&_Retail,2020,Q4,-0.05132198554829781,-0.3696414548667446,-0.039784170037736155,-0.053318601714388736,-0.025826776576103327,-0.028414952937105165,-0.2595945660679904,033780
15,Doosan_Heavy_Industries,Industrials_&_Machinery,2020,Q4,1.63028430695133,-0.5584287126207501,-0.3642322174860946,-0.15398410126085893,-0.019184783781795334,-8.76518480383775,-0.16854793770823312,034020
15,SBS_Media,Telecommunications_&_Media,2020,Q4,-0.23463424850657846,-0.0137494070456039,-0.009856764638188853,-0.28951891694315246,0.005688484954140982,-0.19033081511054983,0.36694432535064603,034120
15,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2020,Q4,-0.18979898546388668,0.17603220657068086,0.03220020084621822,-0.13800262913210748,0.006414850754917878,7.961921181766261,-0.10833576162115977,042660
15,Doosan_Infracore,Industrials_&_Machinery,2020,Q4,0.1339383379079097,0.3047475907927446,0.020019334491156893,-0.1628993587072869,0.001026760516697589,1.351711138508752,-0.3620280073932385,042670
15,Korea_Aerospace_Industries,Industrials_&_Machinery,2020,Q4,-0.14105802961397404,0.05822403032446555,0.030316329168154965,-0.4788630150093589,-0.05406444042100311,1.326095784625755,-0.1403104888007199,047810
15,LG_Household & Health Care,Consumer_Goods_&_Retail,2020,Q4,-0.01244431322722303,-0.011689252736563294,-0.03730264013402951,0.10729881025208621,-0.05996896427690679,0.3693886580971031,-0.14379154382816667,051900
15,Hyundai_Rotem,Industrials_&_Machinery,2020,Q4,-0.06400907008808003,-0.35747699790544796,0.035827189841924456,-0.09222409692967926,0.0165978559758857,1.9312304013723998,-0.1616522044099514,064350
16,S&T_Motiv,Industrials_&_Machinery,2020,Q4,0.23856341041726922,-0.007748737283507889,-0.006042859074454565,-0.04736168980423772,-0.07156106411750951,-0.0029999969220879663,-0.31264890829349806,064960
