,name,sector,year,quarter,Relative Return,이익잉여금 변화율,자본총계 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,발행금액 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 수 변화율,증자주식수 변화율,Label,Code
0,Kyungbang,유통,2024,Q3,-0.08954614631205246,-0.008055697163001474,-0.00823699931700217,0.09523809523809512,0.011538677997511404,0.005185956084055365,0.005185956084055476,0.005185956084055365,0.0,0.005185956084055254,-0.08954614631205246,000050
0,Hite_Jinro,음식료·담배,2024,Q3,0.02482612226164639,-0.20229345615574257,-0.035690868729803205,0.09523809523809512,0.011538677997511404,0.005170537880497927,0.0051705378804981494,0.005170537880498038,0.005170537880498038,0.005170537880498038,0.02482612226164639,000080
0,Yuhan_Corporation,제약,2024,Q3,0.031086916734876097,-0.012573441226012338,-0.012991342476283974,0.09523809523809512,0.011538677997511404,0.0051832392406420125,0.0051832392406419014,0.0051832392406419014,-1.244329104190696,0.0051832392406420125,0.031086916734876097,000100
0,CJ_Logistics,운송·창고,2024,Q3,-0.1963056004878503,-0.09123787030886432,-0.02857706809806615,0.09523809523809512,0.011538677997511404,0.0051938409359708615,0.0,0.0051938409359707505,-839.1801801801803,0.0,-0.1963056004878503,000120
0,Doosan_Corp,기타금융,2024,Q3,0.3950007047817071,0.00047820790162245164,-0.0007597759747115518,0.09523809523809512,0.011538677997511404,0.005183380041260399,0.005183380041260288,0.005183380041260288,0.8779353671980878,0.005183380041260399,0.3950007047817071,000150
0,DL_Holdings,화학,2024,Q3,0.0899010286286876,-0.0012573308584566956,-0.0023210778545592614,0.09523809523809512,0.011538677997511404,0.005930936525098018,0.005930936247116603,0.005321744411150409,1.3049474865318809,0.005930936247116603,0.0899010286286876,000210
0,Ildong_Pharmaceutical,제약,2024,Q3,-0.1998470803527327,-31.716919744434747,-0.04676135842025153,0.09523809523809512,0.011538677997511404,0.00518547354560539,0.00518547354560539,0.005185473545605279,-2.763567999426187,0.005185473545605501,-0.1998470803527327,000230
0,Hankook_Tire_Worldwide,기타금융,2024,Q3,-0.07387712221035195,0.007922546181226231,0.0020133181558322777,0.09523809523809512,0.011538677997511404,0.005190970523275884,0.005190970523275884,0.005190970523275884,0.005190970523275773,0.005190970523275884,-0.07387712221035195,000240
1,Chosun_Refractories,비금속,2024,Q3,-0.005308419199089465,0.03606813228289352,-0.0022583921565824117,0.09523809523809512,0.011538677997511404,0.005189365749923236,0.005189365749923236,0.005189365749923125,44.661766846165044,0.005189365749923236,0.025644651577701655,000480
0,Dong-A_Socio_Holdings,기타금융,2024,Q3,-0.13934054440502028,-0.028743215831971147,-0.021171824389732752,0.09523809523809512,0.011538677997511404,0.0051853998782614985,0.0051853998782616095,0.0051853998782616095,1.0593463789807118,0.0051853998782616095,-0.13934054440502028,000640
