Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2021,Q1,BS,유동자산,2021.03.31 현재,"374,211,152,032"
2021,Q1,BS,비유동자산,2021.03.31 현재,"431,385,658,714"
2021,Q1,BS,자산총계,2021.03.31 현재,"805,596,810,746"
2021,Q1,BS,유동부채,2021.03.31 현재,"262,559,391,763"
2021,Q1,BS,비유동부채,2021.03.31 현재,"60,912,370,651"
2021,Q1,BS,부채총계,2021.03.31 현재,"323,471,762,414"
2021,Q1,BS,자본금,2021.03.31 현재,"20,535,282,000"
2021,Q1,BS,이익잉여금,2021.03.31 현재,"362,332,086,025"
2021,Q1,BS,자본총계,2021.03.31 현재,"482,125,048,332"
2021,Q1,IS,매출액,2021.01.01 ~ 2021.03.31,326188920021
2021,Q1,IS,영업이익,2021.01.01 ~ 2021.03.31,9131530441
2021,Q1,IS,법인세차감전 순이익,2021.01.01 ~ 2021.03.31,9246208981
2021,Q1,IS,당기순이익,2021.01.01 ~ 2021.03.31,7095409864
2021,Q1,IS,당기순이익(손실),2021.01.01 ~ 2021.03.31,7095409864
2021,Q2,BS,유동자산,2021.06.30 현재,"396,668,500,148"
2021,Q2,BS,비유동자산,2021.06.30 현재,"433,294,240,627"
2021,Q2,BS,자산총계,2021.06.30 현재,"829,962,740,775"
2021,Q2,BS,유동부채,2021.06.30 현재,"286,868,042,545"
2021,Q2,BS,비유동부채,2021.06.30 현재,"60,494,967,703"
2021,Q2,BS,부채총계,2021.06.30 현재,"347,363,010,248"
2021,Q2,BS,자본금,2021.06.30 현재,"20,535,282,000"
2021,Q2,BS,이익잉여금,2021.06.30 현재,"362,772,915,940"
2021,Q2,BS,자본총계,2021.06.30 현재,"482,599,730,527"
2021,Q2,IS,매출액,2021.01.01 ~ 2021.06.30,347033710062
2021,Q2,IS,영업이익,2021.01.01 ~ 2021.06.30,4788206373
2021,Q2,IS,법인세차감전 순이익,2021.01.01 ~ 2021.06.30,3846646287
2021,Q2,IS,당기순이익,2021.01.01 ~ 2021.06.30,518596089
2021,Q2,IS,당기순이익(손실),2021.01.01 ~ 2021.06.30,518596089
2021,Q3,BS,유동자산,2021.09.30 현재,"380,008,048,705"
2021,Q3,BS,비유동자산,2021.09.30 현재,"434,224,680,984"
2021,Q3,BS,자산총계,2021.09.30 현재,"814,232,729,689"
2021,Q3,BS,유동부채,2021.09.30 현재,"269,187,126,696"
2021,Q3,BS,비유동부채,2021.09.30 현재,"58,856,917,135"
2021,Q3,BS,부채총계,2021.09.30 현재,"328,044,043,831"
2021,Q3,BS,자본금,2021.09.30 현재,"20,535,282,000"
2021,Q3,BS,이익잉여금,2021.09.30 현재,"366,389,595,121"
2021,Q3,BS,자본총계,2021.09.30 현재,"486,188,685,858"
2021,Q3,IS,매출액,2021.01.01 ~ 2021.09.30,346722720722
2021,Q3,IS,영업이익,2021.01.01 ~ 2021.09.30,3963766633
2021,Q3,IS,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,4689719432
2021,Q3,IS,당기순이익,2021.01.01 ~ 2021.09.30,3679616729
2021,Q3,IS,당기순이익(손실),2021.01.01 ~ 2021.09.30,3679616729
2021,Q4,BS,유동자산,2021.12.31 현재,"422,929,916,137"
2021,Q4,BS,비유동자산,2021.12.31 현재,"430,902,976,866"
2021,Q4,BS,자산총계,2021.12.31 현재,"853,832,893,003"
2021,Q4,BS,유동부채,2021.12.31 현재,"315,248,627,135"
2021,Q4,BS,비유동부채,2021.12.31 현재,"52,814,919,274"
2021,Q4,BS,부채총계,2021.12.31 현재,"368,063,546,409"
2021,Q4,BS,자본금,2021.12.31 현재,"20,535,282,000"
2021,Q4,BS,이익잉여금,2021.12.31 현재,"365,977,259,777"
2021,Q4,BS,자본총계,2021.12.31 현재,"485,769,346,594"
2021,Q4,IS,매출액,2021.01.01 ~ 2021.12.31,366092922968
2021,Q4,IS,영업이익,2021.01.01 ~ 2021.12.31,1590054265
2021,Q4,IS,법인세차감전 순이익,2021.01.01 ~ 2021.12.31,446023517
2021,Q4,IS,당기순이익,2021.01.01 ~ 2021.12.31,1120381725
2021,Q4,IS,당기순이익(손실),2021.01.01 ~ 2021.12.31,1120381725
