code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
104700,한국철강,철강_소재,2015,Q4,2016-03-30,"435,601,056,331","460,976,544,735","896,577,601,066","131,982,272,451","35,778,982,046","167,761,254,497","46,050,000,000","127,775,043,792","728,816,346,569",684536729310,65128918758,68809430529,53619386854,53619386854,
104700,한국철강,철강_소재,2016,Q1,2016-05-16,"429,398,857,334","457,815,590,612","887,214,447,946","117,011,960,911","37,773,523,134","154,785,484,045","46,050,000,000","130,291,676,150","732,428,963,901",140027241860,10751858800,13994051218,10802775758,10802775758,
104700,한국철강,철강_소재,2016,Q2,2016-08-16,"489,733,348,641","452,878,885,980","942,612,234,621","149,649,842,244","39,887,621,081","189,537,463,325","46,050,000,000","152,558,517,767","753,074,771,296",178166064365,26545791391,28951966923,22266841617,22266841617,
104700,한국철강,철강_소재,2016,Q3,2016-11-14,"483,242,348,911","451,045,606,166","934,287,955,077","131,667,110,798","41,990,267,584","173,657,378,382","46,050,000,000","159,728,458,681","760,630,576,695",163329781055,7564236234,9279791102,7169940914,7169940914,
104700,한국철강,철강_소재,2016,Q4,2017-03-31,"492,203,862,460","449,563,139,216","941,767,001,676","131,583,093,249","41,235,870,356","172,818,963,605","46,050,000,000","167,914,488,131","768,948,038,071",181846226229,8178460507,11550957682,6307517333,6307517333,
104700,한국철강,철강_소재,2017,Q1,2017-05-15,"522,514,809,719","437,803,780,209","960,318,589,928","148,907,065,604","43,066,624,699","191,973,690,303","46,050,000,000","167,273,895,302","768,344,899,625",161344062539,8234253022,9970272126,7645550571,7645550571,
104700,한국철강,철강_소재,2017,Q2,2017-08-14,"540,177,526,555","431,499,344,890","971,676,871,445","137,134,822,030","46,139,551,315","183,274,373,345","46,050,000,000","185,465,904,622","788,402,498,100",188090480763,20312640560,23715626576,18192009320,18192009320,
104700,한국철강,철강_소재,2017,Q3,2017-11-14,"569,601,509,275","423,480,959,152","993,082,468,427","152,295,197,519","46,802,258,478","199,097,455,997","46,050,000,000","192,003,503,046","793,985,012,430",190031255396,5681260299,8529061414,6537598424,6537598424,
104700,한국철강,철강_소재,2017,Q4,2018-04-02,"582,559,040,435","303,323,095,261","885,882,135,696","155,329,295,107","12,272,169,660","167,601,464,767","46,050,000,000","117,063,278,205","718,280,670,929",199404557213,11873778907,-100274206049,-75751060053,-75751060053,
104700,한국철강,철강_소재,2018,Q1,2018-05-15,"582,645,853,919","304,342,922,467","886,988,776,386","158,506,423,392","13,650,763,881","172,157,187,273","46,050,000,000","112,593,057,378","714,831,589,113",152402772092,897732212,4967308353,3815922573,3815922573,
