,Feature,Average_Importance
0,F_당기순이익 변화율,0.7252517593228598
1,M_금리 변화율,0.08354422132091
2,M_국제유가 변화율,0.04697353852965899
3,M_실업률 변화율,0.04251441854914808
4,M_소비자물가지수 변화율,0.04105698228670144
5,M_환율 변화율,0.030713510027027657
