video_id,published_at,view_count
WxHbjSST4GM,2017-08-28T06:05:25Z,2424
kDnMShw_X3U,2017-08-25T09:24:23Z,2252
LiqNymmztDU,2017-08-23T04:51:33Z,3863
Nk1gkdXs9m8,2017-08-23T00:38:33Z,1026
3kS7Pl0bSGI,2017-08-22T05:56:32Z,1213
N-swIAtifFk,2017-08-22T00:48:27Z,1073
T41xo-eamBM,2017-08-21T07:28:34Z,1054
bPgEqmy0NYE,2017-08-18T10:26:13Z,8627
Uo35g0jjhXA,2017-08-18T09:16:35Z,26597
p4kVn2wv14Y,2017-08-18T08:14:51Z,4098
nQg8dBo3kZk,2017-08-18T06:07:27Z,1133
JiADDxJRN18,2017-08-18T01:11:27Z,2409
HzmYSjcxQxw,2017-08-17T08:27:53Z,1224
hYLJHZb5aiw,2017-08-17T02:58:25Z,46601
LXT7mhwAkCM,2017-08-16T04:51:28Z,2047
5qE9XvDs4V0,2017-08-14T10:15:20Z,18028
sJujvhObNyY,2017-08-14T10:03:18Z,62983
vVTTgAE1W58,2017-08-14T08:33:02Z,2631
ogZts6skdn4,2017-08-14T07:35:02Z,3930
8H8Ce6EEjcg,2017-08-14T00:49:51Z,2027
TVhsmkWiAV4,2017-08-10T07:54:28Z,1349
gC3gwpq6TLg,2017-08-10T04:46:33Z,7723
kZHWboUIfbg,2017-08-09T09:03:18Z,2301
kqwNLC2a4TM,2017-08-09T09:02:59Z,1597
wvQBXZK_ws4,2017-08-09T00:33:06Z,3272
r2PMr3h1g30,2017-08-08T00:29:42Z,3765
0Sur-XgQs0Y,2017-08-07T08:15:13Z,2266
LpGU1GnsrZo,2017-08-04T01:29:04Z,1347
mtjS1ydpv-Q,2017-07-27T12:17:02Z,7844
MbDAJW9Ghwg,2017-07-27T04:42:43Z,1920
2QlWkr3rFkk,2017-07-24T01:28:32Z,3037
baX6mEPffBk,2017-07-21T13:26:22Z,1912
OoNJf6QRVas,2017-07-20T13:21:20Z,3316
OoaKAYJL1Qk,2017-07-20T02:08:12Z,1273
EnIVAMQCbzg,2017-07-18T08:49:10Z,1017
s7UkzGB3zs8,2017-07-18T02:15:11Z,1633
