접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330003728,Y,00231363,LG유플러스,"6,202","433,356,000,000","73,000,000",-,2015-12-31,2015,Q4
20160330003728,Y,00231363,LG유플러스,"1,491","70,122,000,000","48,000,000",-,2015-12-31,2015,Q4
20170331004495,Y,00231363,LG유플러스,"6,799","500,118,000,000","77,000,000",-,2016-12-31,2016,Q4
20170331004495,Y,00231363,LG유플러스,"1,647","81,870,000,000","52,000,000",-,2016-12-31,2016,Q4
20180402004857,Y,00231363,LG유플러스,"6,860","559,890,000,000","81,000,000",-,2017-12-31,2017,Q4
20180402004857,Y,00231363,LG유플러스,"1,867","100,573,000,000","54,000,000",-,2017-12-31,2017,Q4
20190401004240,Y,00231363,LG유플러스,"8,602","623,124,000,000","81,000,000",-,2018-12-31,2018,Q4
20190401004240,Y,00231363,LG유플러스,"2,026","111,847,000,000","57,000,000",-,2018-12-31,2018,Q4
20200330004215,Y,00231363,LG유플러스,"8,698","726,308,000,000","84,000,000",-,2019-12-31,2019,Q4
20200330004215,Y,00231363,LG유플러스,"2,003","122,775,000,000","61,000,000",-,2019-12-31,2019,Q4
20210304000627,Y,00231363,LG유플러스,"8,437","705,889,000,000","82,000,000",-,2020-12-31,2020,Q4
20210304000627,Y,00231363,LG유플러스,"1,882","123,152,000,000","63,000,000",-,2020-12-31,2020,Q4
20220303000725,Y,00231363,LG유플러스,"8,285","814,672,000,000","97,000,000",-,2021-12-31,2021,Q4
20220303000725,Y,00231363,LG유플러스,"1,902","148,106,000,000","78,000,000",-,2021-12-31,2021,Q4
20230302000615,Y,00231363,LG유플러스,"8,374","879,923,000,000","105,000,000",-,2022-12-31,2022,Q4
20230302000615,Y,00231363,LG유플러스,"2,059","170,391,000,000","86,000,000",-,2022-12-31,2022,Q4
20240313001130,Y,00231363,LG유플러스,"8,573","893,271,000,000","105,000,000",-,2023-12-31,2023,Q4
20240313001130,Y,00231363,LG유플러스,"2,251","184,889,000,000","85,000,000",-,2023-12-31,2023,Q4
20250317000701,Y,00231363,LG유플러스,"8,412","969,561,000,000","114,000,000",-,2024-12-31,2024,Q4
20250317000701,Y,00231363,LG유플러스,"2,159","203,902,000,000","92,000,000",-,2024-12-31,2024,Q4
